Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2070,DROUGHT: Low Severity [Type],7785.131839,Normal,Iteration and Timestep,3892.56592
2071,DROUGHT: Low Severity [Type],6423.467956,Normal,Iteration and Timestep,3211.733978
2072,DROUGHT: Low Severity [Type],5181.922421,Normal,Iteration and Timestep,2590.961211
2073,DROUGHT: Low Severity [Type],6273.697015,Normal,Iteration and Timestep,3136.848508
2074,DROUGHT: Low Severity [Type],3808.388437,Normal,Iteration and Timestep,1904.194219
2075,DROUGHT: Low Severity [Type],3879.401842,Normal,Iteration and Timestep,1939.700921
2076,DROUGHT: Low Severity [Type],3428.514273,Normal,Iteration and Timestep,1714.257137
2077,DROUGHT: Low Severity [Type],3655.28585,Normal,Iteration and Timestep,1827.642925
2078,DROUGHT: Low Severity [Type],3779.125036,Normal,Iteration and Timestep,1889.562518
2079,DROUGHT: Low Severity [Type],3762.927535,Normal,Iteration and Timestep,1881.463768
2080,DROUGHT: Low Severity [Type],2990.210839,Normal,Iteration and Timestep,1495.105419
2081,DROUGHT: Low Severity [Type],6895.03105,Normal,Iteration and Timestep,3447.515525
2082,DROUGHT: Low Severity [Type],8037.102333,Normal,Iteration and Timestep,4018.551166
2083,DROUGHT: Low Severity [Type],4227.85641,Normal,Iteration and Timestep,2113.928205
2084,DROUGHT: Low Severity [Type],4209.881635,Normal,Iteration and Timestep,2104.940817
2085,DROUGHT: Low Severity [Type],5651.555378,Normal,Iteration and Timestep,2825.777689
2086,DROUGHT: Low Severity [Type],5666.266728,Normal,Iteration and Timestep,2833.133364
2087,DROUGHT: Low Severity [Type],8135.127701,Normal,Iteration and Timestep,4067.563851
2088,DROUGHT: Low Severity [Type],9938.417365,Normal,Iteration and Timestep,4969.208683
2089,DROUGHT: Low Severity [Type],12568.95319,Normal,Iteration and Timestep,6284.476594
2090,DROUGHT: Low Severity [Type],11014.46216,Normal,Iteration and Timestep,5507.23108
2091,DROUGHT: Low Severity [Type],6888.69182,Normal,Iteration and Timestep,3444.34591
2092,DROUGHT: Low Severity [Type],4767.740684,Normal,Iteration and Timestep,2383.870342
2093,DROUGHT: Low Severity [Type],6869.015927,Normal,Iteration and Timestep,3434.507963
2094,DROUGHT: Low Severity [Type],9068.251399,Normal,Iteration and Timestep,4534.1257
2095,DROUGHT: Low Severity [Type],8576.166754,Normal,Iteration and Timestep,4288.083377
2096,DROUGHT: Low Severity [Type],16455.70599,Normal,Iteration and Timestep,8227.852993
2097,DROUGHT: Low Severity [Type],10241.46057,Normal,Iteration and Timestep,5120.730285
2098,DROUGHT: Low Severity [Type],8610.429632,Normal,Iteration and Timestep,4305.214816
2099,DROUGHT: Low Severity [Type],5890.942048,Normal,Iteration and Timestep,2945.471024
2100,DROUGHT: Low Severity [Type],3548.62854,Normal,Iteration and Timestep,1774.31427
