Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2028,DROUGHT: Low Severity [Type],12392.34939,Normal,Iteration and Timestep,6196.174696
2029,DROUGHT: Low Severity [Type],9144.723273,Normal,Iteration and Timestep,4572.361637
2030,DROUGHT: Low Severity [Type],9436.348234,Normal,Iteration and Timestep,4718.174117
2031,DROUGHT: Low Severity [Type],8286.899348,Normal,Iteration and Timestep,4143.449674
2032,DROUGHT: Low Severity [Type],4234.876962,Normal,Iteration and Timestep,2117.438481
2033,DROUGHT: Low Severity [Type],4045.40123,Normal,Iteration and Timestep,2022.700615
2034,DROUGHT: Low Severity [Type],6925.815436,Normal,Iteration and Timestep,3462.907718
2035,DROUGHT: Low Severity [Type],6788.642813,Normal,Iteration and Timestep,3394.321406
2036,DROUGHT: Low Severity [Type],6687.965538,Normal,Iteration and Timestep,3343.982769
2037,DROUGHT: Low Severity [Type],8447.838306,Normal,Iteration and Timestep,4223.919153
2038,DROUGHT: Low Severity [Type],10571.54076,Normal,Iteration and Timestep,5285.770379
2039,DROUGHT: Low Severity [Type],7418.70474,Normal,Iteration and Timestep,3709.35237
2040,DROUGHT: Low Severity [Type],9207.42585,Normal,Iteration and Timestep,4603.712925
2041,DROUGHT: Low Severity [Type],9784.441741,Normal,Iteration and Timestep,4892.220871
2042,DROUGHT: Low Severity [Type],10106.74039,Normal,Iteration and Timestep,5053.370196
2043,DROUGHT: Low Severity [Type],7282.228048,Normal,Iteration and Timestep,3641.114024
2044,DROUGHT: Low Severity [Type],8699.132478,Normal,Iteration and Timestep,4349.566239
2045,DROUGHT: Low Severity [Type],5626.555647,Normal,Iteration and Timestep,2813.277823
2046,DROUGHT: Low Severity [Type],3648.830473,Normal,Iteration and Timestep,1824.415236
2047,DROUGHT: Low Severity [Type],3941.523783,Normal,Iteration and Timestep,1970.761891
2048,DROUGHT: Low Severity [Type],6562.831105,Normal,Iteration and Timestep,3281.415552
2049,DROUGHT: Low Severity [Type],5794.098983,Normal,Iteration and Timestep,2897.049492
2050,DROUGHT: Low Severity [Type],4581.9311,Normal,Iteration and Timestep,2290.96555
2051,DROUGHT: Low Severity [Type],6235.597994,Normal,Iteration and Timestep,3117.798997
2052,DROUGHT: Low Severity [Type],4983.564223,Normal,Iteration and Timestep,2491.782112
2053,DROUGHT: Low Severity [Type],3323.470046,Normal,Iteration and Timestep,1661.735023
2054,DROUGHT: Low Severity [Type],3565.544703,Normal,Iteration and Timestep,1782.772352
2055,DROUGHT: Low Severity [Type],4646.418471,Normal,Iteration and Timestep,2323.209236
2056,DROUGHT: Low Severity [Type],5124.92701,Normal,Iteration and Timestep,2562.463505
2057,DROUGHT: Low Severity [Type],6557.193118,Normal,Iteration and Timestep,3278.596559
2058,DROUGHT: Low Severity [Type],9569.683922,Normal,Iteration and Timestep,4784.841961
2059,DROUGHT: Low Severity [Type],10340.16356,Normal,Iteration and Timestep,5170.081781
2060,DROUGHT: Low Severity [Type],10121.72998,Normal,Iteration and Timestep,5060.864989
2061,DROUGHT: Low Severity [Type],9917.219206,Normal,Iteration and Timestep,4958.609603
2062,DROUGHT: Low Severity [Type],11485.29605,Normal,Iteration and Timestep,5742.648027
2063,DROUGHT: Low Severity [Type],8919.199132,Normal,Iteration and Timestep,4459.599566
2064,DROUGHT: Low Severity [Type],7862.590936,Normal,Iteration and Timestep,3931.295468
2065,DROUGHT: Low Severity [Type],6717.819007,Normal,Iteration and Timestep,3358.909504
2066,DROUGHT: Low Severity [Type],6273.178453,Normal,Iteration and Timestep,3136.589227
2067,DROUGHT: Low Severity [Type],5756.140338,Normal,Iteration and Timestep,2878.070169
2068,DROUGHT: Low Severity [Type],6151.750918,Normal,Iteration and Timestep,3075.875459
2069,DROUGHT: Low Severity [Type],5799.39306,Normal,Iteration and Timestep,2899.69653
2070,DROUGHT: Low Severity [Type],5632.115186,Normal,Iteration and Timestep,2816.057593
2071,DROUGHT: Low Severity [Type],7320.254213,Normal,Iteration and Timestep,3660.127106
2072,DROUGHT: Low Severity [Type],7146.014701,Normal,Iteration and Timestep,3573.007351
2073,DROUGHT: Low Severity [Type],8089.136946,Normal,Iteration and Timestep,4044.568473
2074,DROUGHT: Low Severity [Type],4988.358433,Normal,Iteration and Timestep,2494.179216
2075,DROUGHT: Low Severity [Type],6866.636009,Normal,Iteration and Timestep,3433.318005
2076,DROUGHT: Low Severity [Type],3953.965651,Normal,Iteration and Timestep,1976.982825
