Timestep,StockGroup,LULC,Mean,Lower,Upper
2099,DOM,Grassland,7.8,4.7,13.9
2099,DOM,Shrubland,19.5,12.5,27.7
2099,DOM,SnowIce,0,0,0
2099,DOM,Water,0,0,0
2099,DOM,Wetland,0.2,0.1,0.2
2099,Live,Agriculture,97.2,68.3,132.3
2099,Live,Barren,0,0,0
2099,Live,Developed,1.4,0.7,2.3
2099,Live,Forest,1135.8,784,1445.5
2099,Live,Grassland,13.3,8,20
2099,Live,Shrubland,114.2,94.8,146
2099,Live,SnowIce,0,0,0
2099,Live,Water,0,0,0
2099,Live,Wetland,0.5,0.3,0.6
2099,Soil,Agriculture,279.1,231.1,344.2
2099,Soil,Barren,0,0,0
2099,Soil,Developed,57.7,29.5,84.5
2099,Soil,Forest,1392.5,1226,1557.5
2099,Soil,Grassland,292.9,237.3,359
2099,Soil,Shrubland,299.1,242.4,353.8
2099,Soil,SnowIce,0,0,0
2099,Soil,Water,0,0,0
2099,Soil,Wetland,8.3,5.2,11
2100,DOM,Agriculture,9,4.8,15.2
2100,DOM,Barren,0,0,0
2100,DOM,Developed,0,0,0
2100,DOM,Forest,500.2,392.4,679.3
2100,DOM,Grassland,7.4,4,12.3
2100,DOM,Shrubland,19.4,12.9,28.2
2100,DOM,SnowIce,0,0,0
2100,DOM,Water,0,0,0
2100,DOM,Wetland,0.2,0.1,0.2
2100,Live,Agriculture,98.7,67.4,136.5
2100,Live,Barren,0,0,0
2100,Live,Developed,1.4,0.7,2.3
2100,Live,Forest,1140,786.8,1455
2100,Live,Grassland,13.8,8.6,20.8
2100,Live,Shrubland,115.9,94,152.7
2100,Live,SnowIce,0,0,0
2100,Live,Water,0,0,0
2100,Live,Wetland,0.5,0.3,0.6
2100,Soil,Agriculture,278,229.2,343.2
2100,Soil,Barren,0,0,0
2100,Soil,Developed,58.1,29.5,85.3
2100,Soil,Forest,1389.7,1221.7,1556.7
2100,Soil,Grassland,292.5,237,358
2100,Soil,Shrubland,298.4,241.4,353.8
2100,Soil,SnowIce,0,0,0
2100,Soil,Water,0,0,0
2100,Soil,Wetland,8.3,5.2,11.1
2101,DOM,Agriculture,9.1,4.8,15.3
2101,DOM,Barren,0,0,0
2101,DOM,Developed,0,0,0
2101,DOM,Forest,496.5,390.3,678.6
2101,DOM,Grassland,7.5,4,14.2
2101,DOM,Shrubland,19.6,13.3,28.1
2101,DOM,SnowIce,0,0,0
2101,DOM,Water,0,0,0
2101,DOM,Wetland,0.2,0.1,0.2
2101,Live,Agriculture,100.1,66.7,142.3
2101,Live,Barren,0,0,0
2101,Live,Developed,1.4,0.7,2.4
2101,Live,Forest,1144.2,787.9,1467.7
2101,Live,Grassland,13.8,8.6,20.8
2101,Live,Shrubland,117.4,93.2,158.3
2101,Live,SnowIce,0,0,0
2101,Live,Water,0,0,0
2101,Live,Wetland,0.5,0.3,0.6
2101,Soil,Agriculture,276.9,227.5,341.9
2101,Soil,Barren,0,0,0
2101,Soil,Developed,58.4,29.5,86.4
2101,Soil,Forest,1386.6,1217.4,1556.4
2101,Soil,Grassland,292.2,236.6,356.9
2101,Soil,Shrubland,297.8,240.6,354.1
2101,Soil,SnowIce,0,0,0
2101,Soil,Water,0,0,0
2101,Soil,Wetland,8.4,5.2,11.2
