LUC,Timestep,LULC,Mean,Lower,Upper
Medium,2017,Shrubland,111199.745,111130.97499999999,111272
Medium,2017,SnowIce,28,28,28
Medium,2017,Water,18655,18655,18655
Medium,2017,Wetland,2723.1275,2684,2763
Medium,2018,Agriculture,44484.58375,44160.9,44816.049999999996
Medium,2018,Barren,19155,19155,19155
Medium,2018,Developed,26300.82875,26207.925,26395.05
Medium,2018,Forest,155719.105,155639,155793
Medium,2018,Grassland,45597.63625,45365.775,45845.125
Medium,2018,Shrubland,111152.01,111077.975,111230
Medium,2018,SnowIce,28,28,28
Medium,2018,Water,18655,18655,18655
Medium,2018,Wetland,2719.83625,2680.9750000000004,2761
Medium,2019,Agriculture,44440.5,44098.95,44765.05
Medium,2019,Barren,19155,19155,19155
Medium,2019,Developed,26497.75875,26398.975,26601.025
Medium,2019,Forest,155679.87625,155600,155753.05
Medium,2019,Grassland,45536.78375,45289,45801
Medium,2019,Shrubland,111102.8825,111025.97499999999,111183.02500000001
Medium,2019,SnowIce,28,28,28
Medium,2019,Water,18655,18655,18655
Medium,2019,Wetland,2716.19875,2678,2760
Medium,2020,Agriculture,44399.1125,44059.925,44758.35
Medium,2020,Barren,19155,19155,19155
Medium,2020,Developed,26698.80625,26592,26808.025
Medium,2020,Forest,155640.67875,155556,155724.025
Medium,2020,Grassland,45472.8625,45189.975,45741.125
Medium,2020,Shrubland,111050.30952380953,110967.7,111131.225
Medium,2020,SnowIce,28,28,28
Medium,2020,Water,18655,18655,18655
Medium,2020,Wetland,2712.35625,2671,2757.0249999999996
Medium,2021,Agriculture,44359.7825,44012.95,44742.025
Medium,2021,Barren,19155,19155,19155
Medium,2021,Developed,26901.44486215539,26787.850000000002,27010.225
Medium,2021,Forest,155601.055,155513,155685.02500000002
Medium,2021,Grassland,45406.41625,45127.95,45689.025
Medium,2021,Shrubland,110996.67344345617,110908.65,111081.70000000001
Medium,2021,SnowIce,28,28,28
Medium,2021,Water,18655,18655,18655
Medium,2021,Wetland,2708.3275,2666,2752.025
Medium,2022,Agriculture,44311.59875,43911.95,44716.075
Medium,2022,Barren,19155,19155,19155
Medium,2022,Developed,27107.2025,26985.925,27215.1
Medium,2022,Forest,155560.52,155463,155643.05
Medium,2022,Grassland,45346.21526908636,45047.9,45673.100000000006
Medium,2022,Shrubland,110942.97607052897,110857.825,111031.17499999999
Medium,2022,SnowIce,28,28,28
Medium,2022,Water,18655,18655,18655
Medium,2022,Wetland,2705.4925,2661,2752.025
Medium,2023,Agriculture,44267.54125,43848.95,44727.2
Medium,2023,Barren,19155,19155,19155
Medium,2023,Developed,27312.2225,27189,27429.025
Medium,2023,Forest,155519.7725,155419,155606
Medium,2023,Grassland,45283.93107769424,44946,45598.6
Medium,2023,Shrubland,110888.4075,110800.97499999999,110981.025
Medium,2023,SnowIce,28,28,28
Medium,2023,Water,18655,18655,18655
Medium,2023,Wetland,2702.835,2656.9750000000004,2750
Medium,2024,Agriculture,44226.76971214017,43805.8,44656.5
Medium,2024,Barren,19155,19155,19155
Medium,2024,Developed,27514.10125,27397.9,27631.05
Medium,2024,Forest,155479.42625,155377,155569.075
Medium,2024,Grassland,45221.46365914787,44894,45553
Medium,2024,Shrubland,110833.64625,110740.97499999999,110924
Medium,2024,SnowIce,28,28,28
Medium,2024,Water,18655,18655,18655
Medium,2024,Wetland,2699.43,2652,2749
Medium,2025,Agriculture,44186.691729323305,43744.924999999996,44655.225000000006
Medium,2025,Barren,19155,19155,19155
Medium,2025,Developed,27711.82625,27595,27833.024999999998
Medium,2025,Forest,155439.96375,155338.975,155538.025
Medium,2025,Grassland,45160.11639549437,44810.9,45516.15
Medium,2025,Shrubland,110779.6275,110688,110876.02500000001
Medium,2025,SnowIce,28,28,28
Medium,2025,Water,18655,18655,18655
Medium,2025,Wetland,2696.44125,2647,2748.025
Medium,2026,Agriculture,44147.51125,43670,44644.174999999996
Medium,2026,Barren,19155,19155,19155
Medium,2026,Developed,27905.834586466164,27776.925,28033.074999999997
Medium,2026,Forest,155400.51,155294.975,155498.025
Medium,2026,Grassland,45099.335419274095,44725.85,45476
Medium,2026,Shrubland,110726.64875,110631.95,110827.025
Medium,2026,SnowIce,28,28,28
Medium,2026,Water,18655,18655,18655
Medium,2026,Wetland,2694.04875,2644,2745.0249999999996
Medium,2027,Agriculture,44107.95854271357,43611.25,44601.875
Medium,2027,Barren,19155,19155,19155
Medium,2027,Developed,28098.457967377668,27973.9,28224
Medium,2027,Forest,155360.8425,155253.975,155460
Medium,2027,Grassland,45041.11013767209,44671,45412.700000000004
Medium,2027,Shrubland,110674.4025,110576.925,110771.02500000001
Medium,2027,SnowIce,28,28,28
Medium,2027,Water,18655,18655,18655
Medium,2027,Wetland,2692.18875,2638,2741
Medium,2028,Agriculture,44071.85125,43579.925,44588.075
Medium,2028,Barren,19155,19155,19155
Medium,2028,Developed,28286.59875,28156.875,28415.025
Medium,2028,Forest,155321.81,155210.925,155425
Medium,2028,Grassland,44981.34085213033,44608,45368.525
Medium,2028,Shrubland,110621.9975,110522.95000000001,110725.05
Medium,2028,SnowIce,28,28,28
Medium,2028,Water,18655,18655,18655
Medium,2028,Wetland,2690.355,2638,2742
Medium,2029,Agriculture,44040.058971141785,43526.399999999994,44583.9
Medium,2029,Barren,19155,19155,19155
Medium,2029,Developed,28470.24625,28340.949999999997,28590.075
Medium,2029,Forest,155282.64625,155166.975,155383.025
Medium,2029,Grassland,44922.04761904762,44539.475,45323
Medium,2029,Shrubland,110570.44375,110465.95,110675.025
Medium,2029,SnowIce,28,28,28
Medium,2029,Water,18655,18655,18655
Medium,2029,Wetland,2688.5125,2634,2740
Medium,2030,Agriculture,44005.02631578947,43507,44545.15
Medium,2030,Barren,19155,19155,19155
Medium,2030,Developed,28647.395,28524.925,28775.05
Medium,2030,Forest,155245.575,155128,155351.07499999998
Medium,2030,Grassland,44865.9875,44461.9,45264
Medium,2030,Shrubland,110523.04875,110417.975,110628.05
Medium,2030,SnowIce,28,28,28
Medium,2030,Water,18655,18655,18655
Medium,2030,Wetland,2686.98,2633.925,2741
Medium,2031,Agriculture,43973.08135168961,43458.600000000006,44501.5
Medium,2031,Barren,19155,19155,19155
Medium,2031,Developed,28818.75125,28692,28943.149999999998
Medium,2031,Forest,155209.275,155093,155319.02500000002
Medium,2031,Grassland,44809.24436090225,44374.924999999996,45233.5
Medium,2031,Shrubland,110477.5375,110369.975,110588.02500000001
Medium,2031,SnowIce,28,28,28
Medium,2031,Water,18655,18655,18655
Medium,2031,Wetland,2685.6,2629.975,2740.05
Medium,2032,Agriculture,43938.31038798498,43399.7,44509.05
Medium,2032,Barren,19155,19155,19155
Medium,2032,Developed,28993.381727158947,28867.95,29127
Medium,2032,Forest,155172.465,155054,155289.02500000002
Medium,2032,Grassland,44756.745,44315.775,45200.125
Medium,2032,Shrubland,110427.79375,110314.975,110537.05
Medium,2032,SnowIce,28,28,28
Medium,2032,Water,18655,18655,18655
Medium,2032,Wetland,2685.21875,2626,2740
Medium,2033,Agriculture,43909.873591989985,43335.799999999996,44464.600000000006
Medium,2033,Barren,19155,19155,19155
Medium,2033,Developed,29163.935,29025.925,29290
Medium,2033,Forest,155135.23375,155015.97499999998,155251.075
Medium,2033,Grassland,44700.473091364205,44257.549999999996,45161.350000000006
Medium,2033,Shrubland,110379.46625,110267.925,110492.02500000001
Medium,2033,SnowIce,28,28,28
Medium,2033,Water,18655,18655,18655
Medium,2033,Wetland,2684.53125,2625,2740
Medium,2034,Agriculture,43879.52823086575,43305.6,44456.6
Medium,2034,Barren,19155,19155,19155
Medium,2034,Developed,29326.895,29191.95,29457.1
Medium,2034,Forest,155100.1038798498,154978,155218.09999999998
Medium,2034,Grassland,44648.94,44222.95,45094.25
Medium,2034,Shrubland,110334.47125,110226,110447.1
Medium,2034,SnowIce,28,28,28
Medium,2034,Water,18655,18655,18655
Medium,2034,Wetland,2683.735,2623,2743
Medium,2035,Agriculture,43855.17897371715,43255,44445.05
Medium,2035,Barren,19155,19155,19155
Medium,2035,Developed,29482.58875,29349,29611
Medium,2035,Forest,155066.79171894604,154938.9,155187.1
Medium,2035,Grassland,44594.156445556946,44147.7,45081
Medium,2035,Shrubland,110292.3775,110181.925,110404
Medium,2035,SnowIce,28,28,28
Medium,2035,Water,18655,18655,18655
Medium,2035,Wetland,2682.46875,2620,2744.075
Medium,2036,Agriculture,43822.70440251572,43230.700000000004,44420.75
Medium,2036,Barren,19155,19155,19155
Medium,2036,Developed,29633.9925,29505.925,29763.05
Medium,2036,Forest,155034.2176100629,154908,155159
Medium,2036,Grassland,44547.33,44117,45048.25
Medium,2036,Shrubland,110252.2475,110134.975,110366.025
Medium,2036,SnowIce,28,28,28
Medium,2036,Water,18655,18655,18655
Medium,2036,Wetland,2682.61375,2624.975,2748
Medium,2037,Agriculture,43796.695,43170,44395.025
Medium,2037,Barren,19155,19155,19155
Medium,2037,Developed,29789.8525,29659.95,29926.024999999998
Medium,2037,Forest,155000.82300884955,154867.75,155127.25
Medium,2037,Grassland,44497.84125,44036.9,45007.15
Medium,2037,Shrubland,110206.11375,110093.95,110317.02500000001
Medium,2037,SnowIce,28,28,28
Medium,2037,Water,18655,18655,18655
Medium,2037,Wetland,2682.68375,2623,2750
Medium,2038,Agriculture,43768.33875,43163.65,44401.075
Medium,2038,Barren,19155,19155,19155
Medium,2038,Developed,29939.079245283017,29805.7,30080.15
Medium,2038,Forest,154968.32408575033,154834.4,155096
Medium,2038,Grassland,44451.605,43968.975,44954.024999999994
Medium,2038,Shrubland,110163.01375,110049,110275.075
Medium,2038,SnowIce,28,28,28
Medium,2038,Water,18655,18655,18655
Medium,2038,Wetland,2682.98125,2619.95,2746.0249999999996
Medium,2039,Agriculture,43745.96125,43113.875,44394.15
Medium,2039,Barren,19155,19155,19155
Medium,2039,Developed,30083.14105793451,29944,30224.175
Medium,2039,Forest,154937.48055207025,154795,155063.3
Medium,2039,Grassland,44403.19,43939.950000000004,44916.575000000004
Medium,2039,Shrubland,110121.77,110002,110243.05
Medium,2039,SnowIce,28,28,28
Medium,2039,Water,18655,18655,18655
Medium,2039,Wetland,2682.84625,2618.95,2749
Medium,2040,Agriculture,43723.31375,43083.799999999996,44370.25
Medium,2040,Barren,19155,19155,19155
Medium,2040,Developed,30220.77625,30082,30361.05
Medium,2040,Forest,154906.82205513783,154767,155038
Medium,2040,Grassland,44357.3525,43892.549999999996,44886.125
Medium,2040,Shrubland,110083.10401002507,109960,110207.075
Medium,2040,SnowIce,28,28,28
Medium,2040,Water,18655,18655,18655
Medium,2040,Wetland,2682.60625,2617,2751
Medium,2041,Agriculture,43702.279098873594,43029.950000000004,44354
Medium,2041,Barren,19155,19155,19155
Medium,2041,Developed,30354.55875,30212.975,30503
Medium,2041,Forest,154876.72431077695,154734.85,155009.15
Medium,2041,Grassland,44311.87875,43821.875,44844.025
Medium,2041,Shrubland,110045.52327044026,109926.7,110165
Medium,2041,SnowIce,28,28,28
Medium,2041,Water,18655,18655,18655
Medium,2041,Wetland,2682.64,2615,2750.025
Medium,2042,Agriculture,43677.07759699625,43002.6,44318.25
Medium,2042,Barren,19155,19155,19155
Medium,2042,Developed,30486.4,30341.925000000003,30637.074999999997
Medium,2042,Forest,154848.395,154704,154985.025
Medium,2042,Grassland,44273.32581453634,43796.625,44801.375
Medium,2042,Shrubland,110005.60776942356,109880.925,110124
Medium,2042,SnowIce,28,28,28
Medium,2042,Water,18655,18655,18655
Medium,2042,Wetland,2683.4875,2612,2752.025
Medium,2043,Agriculture,43653.64831038799,42944.85,44323.1
Medium,2043,Barren,19155,19155,19155
Medium,2043,Developed,30616.20375,30466.95,30765.05
Medium,2043,Forest,154819.8675,154678.85,154958.025
Medium,2043,Grassland,44232.11013767209,43753.9,44782.4
Medium,2043,Shrubland,109967.67543859649,109842,110093.075
Medium,2043,SnowIce,28,28,28
Medium,2043,Water,18655,18655,18655
Medium,2043,Wetland,2684.27125,2616.9500000000003,2754.0499999999997
Medium,2044,Agriculture,43636.325,42920,44300.1
Medium,2044,Barren,19155,19155,19155
Medium,2044,Developed,30740.07375,30590.975,30891.05
Medium,2044,Forest,154790.9,154638.9,154931.025
Medium,2044,Grassland,44190.92875,43700.825000000004,44746.799999999996
Medium,2044,Shrubland,109930.86557788945,109804,110054.25
Medium,2044,SnowIce,28,28,28
Medium,2044,Water,18655,18655,18655
Medium,2044,Wetland,2684.56125,2615,2755.1
Medium,2045,Agriculture,43622.64625,42874.85,44330.175
Medium,2045,Barren,19155,19155,19155
Medium,2045,Developed,30858.266583229037,30707.699999999997,31010.050000000003
Medium,2045,Forest,154762.7725,154606,154906.075
Medium,2045,Grassland,44149.48685857322,43651,44701.25
Medium,2045,Shrubland,109895.69125,109767,110024.075
Medium,2045,SnowIce,28,28,28
Medium,2045,Water,18655,18655,18655
Medium,2045,Wetland,2685.14625,2616.9750000000004,2756.025
Medium,2046,Agriculture,43608.722710163114,42879.700000000004,44302.600000000006
Medium,2046,Barren,19155,19155,19155
Medium,2046,Developed,30969.67169811321,30815.699999999997,31123.600000000002
Medium,2046,Forest,154736.1975,154584,154880.025
Medium,2046,Grassland,44110.53125,43592.25,44656
Medium,2046,Shrubland,109861.36670838548,109730.75,109995.05
Medium,2046,SnowIce,28,28,28
Medium,2046,Water,18655,18655,18655
Medium,2046,Wetland,2685.68,2614.975,2757.0249999999996
Medium,2047,Agriculture,43590.4325,42846,44326
Medium,2047,Barren,19155,19155,19155
Medium,2047,Developed,31086.052565707134,30926,31244
Medium,2047,Forest,154709.56,154549.975,154858.025
Medium,2047,Grassland,44074.7305764411,43520.375,44645.3
Medium,2047,Shrubland,109826.4625,109695.95,109965.02500000001
Medium,2047,SnowIce,28,28,28
Medium,2047,Water,18655,18655,18655
Medium,2047,Wetland,2687.05625,2617,2760
Medium,2048,Agriculture,43573.56195244055,42842.5,44290.200000000004
Medium,2048,Barren,19155,19155,19155
Medium,2048,Developed,31196.1775,31037.975,31342.100000000002
Medium,2048,Forest,154683.615,154519.975,154836.05000000002
Medium,2048,Grassland,44039.47176913425,43472.3,44612.7
Medium,2048,Shrubland,109792.4125,109660.97499999999,109925.15000000001
Medium,2048,SnowIce,28,28,28
Medium,2048,Water,18655,18655,18655
Medium,2048,Wetland,2688.37625,2617.975,2761
Medium,2049,Agriculture,43555.65875,42819.825,44331
Medium,2049,Barren,19155,19155,19155
Medium,2049,Developed,31305.4425,31149.875,31457.024999999998
Medium,2049,Forest,154657.80375,154484.95,154810.125
Medium,2049,Grassland,44006.44125,43435.975000000006,44586
Medium,2049,Shrubland,109759.18875,109624,109901.04999999999
Medium,2049,SnowIce,28,28,28
Medium,2049,Water,18655,18655,18655
Medium,2049,Wetland,2689.465,2617,2765
Medium,2050,Agriculture,43538.62327909887,42777.45,44342.25
Medium,2050,Barren,19155,19155,19155
Medium,2050,Developed,31410.4475,31253.9,31567
Medium,2050,Forest,154633.58875,154464.95,154792.1
Medium,2050,Grassland,43972.5225,43399.725,44589.049999999996
Medium,2050,Shrubland,109727.675,109594,109878.025
Medium,2050,SnowIce,28,28,28
Medium,2050,Water,18655,18655,18655
Medium,2050,Wetland,2690.56625,2620.975,2765
Medium,2051,Agriculture,43522.052565707134,42743,44328
Medium,2051,Barren,19155,19155,19155
Medium,2051,Developed,31514.02,31356.9,31669.025
Medium,2051,Forest,154609.90875,154441.925,154773.05
Medium,2051,Grassland,43939.84856070088,43331.05,44555.25
Medium,2051,Shrubland,109695.8925,109561.975,109845
Medium,2051,SnowIce,28,28,28
Medium,2051,Water,18655,18655,18655
Medium,2051,Wetland,2691.605,2620.95,2770
Medium,2052,Agriculture,43509.10875,42716.9,44358.025
Medium,2052,Barren,19155,19155,19155
Medium,2052,Developed,31618.485,31461.925,31774.149999999998
Medium,2052,Forest,154584.85,154411,154752
Medium,2052,Grassland,43905.47625,43311.65,44531.024999999994
Medium,2052,Shrubland,109662.5125,109522.97499999999,109817
Medium,2052,SnowIce,28,28,28
Medium,2052,Water,18655,18655,18655
Medium,2052,Wetland,2693.5675,2622.975,2774
Medium,2053,Agriculture,43496.9662077597,42684.950000000004,44332
Medium,2053,Barren,19155,19155,19155
Medium,2053,Developed,31720.4525,31558.925,31873
Medium,2053,Forest,154559.63125,154391.975,154722.025
Medium,2053,Grassland,43870.09887359199,43274.95,44522
Medium,2053,Shrubland,109631.34375,109490.9,109782.05
Medium,2053,SnowIce,28,28,28
Medium,2053,Water,18655,18655,18655
Medium,2053,Wetland,2694.71625,2617.9500000000003,2774.025
Medium,2054,Agriculture,43484.61375,42655.9,44277.025
Medium,2054,Barren,19155,19155,19155
Medium,2054,Developed,31820.365,31657.975000000002,31982.050000000003
Medium,2054,Forest,154535.5175,154364.975,154705
Medium,2054,Grassland,43836.17271589487,43241.850000000006,44474.05
Medium,2054,Shrubland,109600.6,109459.90000000001,109750.15
Medium,2054,SnowIce,28,28,28
Medium,2054,Water,18655,18655,18655
Medium,2054,Wetland,2696.52625,2620,2776
Medium,2055,Agriculture,43473.15625,42643.975,44294
Medium,2055,Barren,19155,19155,19155
Medium,2055,Developed,31919.612015018774,31760,32081.100000000002
Medium,2055,Forest,154511.0325,154341.85,154680
Medium,2055,Grassland,43802.43125,43212.925,44459.175
Medium,2055,Shrubland,109569.8275,109427.95,109719.02500000001
Medium,2055,SnowIce,28,28,28
Medium,2055,Water,18655,18655,18655
Medium,2055,Wetland,2697.84,2621,2777.0249999999996
Medium,2056,Agriculture,43460.1975,42640.850000000006,44262.125
Medium,2056,Barren,19155,19155,19155
Medium,2056,Developed,32020.52380952381,31861.850000000002,32189
Medium,2056,Forest,154486.79125,154308.825,154650.025
Medium,2056,Grassland,43768.709273182954,43168.175,44405.149999999994
Medium,2056,Shrubland,109538.19625,109402.9,109690
Medium,2056,SnowIce,28,28,28
Medium,2056,Water,18655,18655,18655
Medium,2056,Wetland,2699.055,2620.975,2778
Medium,2057,Agriculture,43449.26533166458,42670.85,44264.45
Medium,2057,Barren,19155,19155,19155
Medium,2057,Developed,32120.39299123905,31959.95,32283.1
Medium,2057,Forest,154462.23875,154278,154628.025
Medium,2057,Grassland,43734.75375,43120.975000000006,44361.200000000004
Medium,2057,Shrubland,109507.7825,109370.97499999999,109661.05
Medium,2057,SnowIce,28,28,28
Medium,2057,Water,18655,18655,18655
Medium,2057,Wetland,2700.27875,2623,2779
Medium,2058,Agriculture,43431.12280701754,42624.625,44244.6
Medium,2058,Barren,19155,19155,19155
Medium,2058,Developed,32219.65625,32051.975,32385.05
Medium,2058,Forest,154438.585,154245.97499999998,154598.125
Medium,2058,Grassland,43705.7375,43121.725,44364
Medium,2058,Shrubland,109477.8,109333,109635.04999999999
Medium,2058,SnowIce,28,28,28
Medium,2058,Water,18655,18655,18655
Medium,2058,Wetland,2702.17625,2621.9750000000004,2782.025
Medium,2059,Agriculture,43413.2425,42590.75,44235
Medium,2059,Barren,19155,19155,19155
Medium,2059,Developed,32320.01125,32153.95,32485.025
Medium,2059,Forest,154414.62,154226.9,154576.1
Medium,2059,Grassland,43675.23558897243,43099,44302.725
Medium,2059,Shrubland,109447.2375,109298.95,109611
Medium,2059,SnowIce,28,28,28
Medium,2059,Water,18655,18655,18655
Medium,2059,Wetland,2704.09125,2622,2784
Medium,2060,Agriculture,43397.3975,42580.8,44174.775
Medium,2060,Barren,19155,19155,19155
Medium,2060,Developed,32421.5425,32247.975000000002,32587.024999999998
Medium,2060,Forest,154389.83875,154205.82499999998,154556.02500000002
Medium,2060,Grassland,43642.85375,43069.799999999996,44288.375
Medium,2060,Shrubland,109416.645,109266.95,109577.075
Medium,2060,SnowIce,28,28,28
Medium,2060,Water,18655,18655,18655
Medium,2060,Wetland,2705.7225,2622,2786.0499999999997
Medium,2061,Agriculture,43381.5625,42554.95,44192.149999999994
Medium,2061,Barren,19155,19155,19155
Medium,2061,Developed,32522.62625,32350,32686.025
Medium,2061,Forest,154365.055,154183.775,154538.05
Medium,2061,Grassland,43612.26441102757,43035.175,44265
Medium,2061,Shrubland,109385.34875,109235.97499999999,109551.075
Medium,2061,SnowIce,28,28,28
Medium,2061,Water,18655,18655,18655
Medium,2061,Wetland,2707.42375,2623.95,2791
Medium,2062,Agriculture,43370.605,42523.85,44206.45
Medium,2062,Barren,19155,19155,19155
Medium,2062,Developed,32617.19625,32444,32781
Medium,2062,Forest,154340.3875,154153.975,154517.05
Medium,2062,Grassland,43579.8575,43009.475,44236.375
Medium,2062,Shrubland,109356.1,109207.875,109519
Medium,2062,SnowIce,28,28,28
Medium,2062,Water,18655,18655,18655
Medium,2062,Wetland,2709.85375,2624.95,2796.05
Medium,2063,Agriculture,43359.36420525657,42526.950000000004,44187.1
Medium,2063,Barren,19155,19155,19155
Medium,2063,Developed,32709.065,32535,32871.025
Medium,2063,Forest,154316.44625,154133.875,154493.025
Medium,2063,Grassland,43550.02,42942.875,44227.075000000004
Medium,2063,Shrubland,109327.58375,109180,109486.225
Medium,2063,SnowIce,28,28,28
Medium,2063,Water,18655,18655,18655
Medium,2063,Wetland,2711.97,2626,2801.0499999999997
Medium,2064,Agriculture,43343.08760951189,42489.8,44176.899999999994
Medium,2064,Barren,19155,19155,19155
Medium,2064,Developed,32799.25,32628.975,32967.025
Medium,2064,Forest,154293.1425,154112.975,154470.125
Medium,2064,Grassland,43524.19875,42938.799999999996,44207.125
Medium,2064,Shrubland,109299.575,109149,109456.175
Medium,2064,SnowIce,28,28,28
Medium,2064,Water,18655,18655,18655
Medium,2064,Wetland,2713.925,2626,2799.1
Medium,2065,Agriculture,43336.13016270338,42464,44185.25
Medium,2065,Barren,19155,19155,19155
Medium,2065,Developed,32887.22,32714,33054
Medium,2065,Forest,154269.42,154088.95,154445.05000000002
Medium,2065,Grassland,43495.69336670839,42856.700000000004,44190.15
Medium,2065,Shrubland,109271.15125,109117.95,109431.02500000001
Medium,2065,SnowIce,28,28,28
Medium,2065,Water,18655,18655,18655
Medium,2065,Wetland,2715.425,2629.9,2806
Medium,2066,Agriculture,43324.3041301627,42439.350000000006,44181.4
Medium,2066,Barren,19155,19155,19155
Medium,2066,Developed,32972.011306532666,32796.875,33139.625
Medium,2066,Forest,154246.9975,154054.875,154426
Medium,2066,Grassland,43469.3825,42827.3,44173.100000000006
Medium,2066,Shrubland,109243.95625,109092.92499999999,109403.125
Medium,2066,SnowIce,28,28,28
Medium,2066,Water,18655,18655,18655
Medium,2066,Wetland,2717.61375,2630.95,2807.05
Medium,2067,Agriculture,43315.5075,42417,44212.175
Medium,2067,Barren,19155,19155,19155
Medium,2067,Developed,33055.17085427135,32881,33230
Medium,2067,Forest,154224.395,154031.94999999998,154409.05000000002
Medium,2067,Grassland,43441.076441102756,42757.925,44140.799999999996
Medium,2067,Shrubland,109217.69,109060.9,109386.05
Medium,2067,SnowIce,28,28,28
Medium,2067,Water,18655,18655,18655
Medium,2067,Wetland,2720.28875,2630.975,2811.025
Medium,2068,Agriculture,43306.25,42382.925,44219
Medium,2068,Barren,19155,19155,19155
Medium,2068,Developed,33134.88125,32959.875,33312
Medium,2068,Forest,154202.4981226533,154005.95,154390.1
Medium,2068,Grassland,43417.48997493734,42758.475000000006,44131.6
Medium,2068,Shrubland,109191.27375,109031,109360.02500000001
Medium,2068,SnowIce,28,28,28
Medium,2068,Water,18655,18655,18655
Medium,2068,Wetland,2722.90375,2631.9500000000003,2812
Medium,2069,Agriculture,43297.826032540674,42400,44183.1
Medium,2069,Barren,19155,19155,19155
Medium,2069,Developed,33211.9098873592,33035,33387
Medium,2069,Forest,154180.13,153978.95,154365.15000000002
Medium,2069,Grassland,43391.82625,42735.325000000004,44095.225
Medium,2069,Shrubland,109166.58875,109013.875,109333.05
Medium,2069,SnowIce,28,28,28
Medium,2069,Water,18655,18655,18655
Medium,2069,Wetland,2725.10625,2633.95,2816.025
Medium,2070,Agriculture,43294.405,42393.625,44193.35
Medium,2070,Barren,19155,19155,19155
Medium,2070,Developed,33285.09875,33101,33462.075
Medium,2070,Forest,154158.51625,153958.95,154347.1
Medium,2070,Grassland,43367.21875,42697.85,44096.25
Medium,2070,Shrubland,109141.64661654136,108985.925,109304.07500000001
Medium,2070,SnowIce,28,28,28
Medium,2070,Water,18655,18655,18655
Medium,2070,Wetland,2727.46875,2637.975,2819.025
Medium,2071,Agriculture,43286.76190476191,42339.325,44202.05
Medium,2071,Barren,19155,19155,19155
Medium,2071,Developed,33357.58625,33171.975,33539.049999999996
Medium,2071,Forest,154138.4730238394,153940.4,154325.19999999998
Medium,2071,Grassland,43344.6675,42685,44054.1
Medium,2071,Shrubland,109117.0425531915,108956.95000000001,109286.05
Medium,2071,SnowIce,28,28,28
Medium,2071,Water,18655,18655,18655
Medium,2071,Wetland,2729.60125,2636.9750000000004,2821.075
Medium,2072,Agriculture,43282.61875,42333.75,44183.225000000006
Medium,2072,Barren,19155,19155,19155
Medium,2072,Developed,33426.0175,33242,33607.025
Medium,2072,Forest,154117.63989962358,153917.8,154308.2
Medium,2072,Grassland,43322.32125,42662,44030.25
Medium,2072,Shrubland,109093.5294117647,108935,109265.25
Medium,2072,SnowIce,28,28,28
Medium,2072,Water,18655,18655,18655
Medium,2072,Wetland,2732.43125,2639.975,2824.05
Medium,2073,Agriculture,43280.17521902378,42337.85,44180
Medium,2073,Barren,19155,19155,19155
Medium,2073,Developed,33492.6725,33308.975,33677.05
Medium,2073,Forest,154097.13927227102,153882,154290.59999999998
Medium,2073,Grassland,43299.71088861076,42609.65,44020.05
Medium,2073,Shrubland,109070.71375,108906,109245.05
Medium,2073,SnowIce,28,28,28
Medium,2073,Water,18655,18655,18655
Medium,2073,Wetland,2734.6775,2643.875,2829.0499999999997
Medium,2074,Agriculture,43278.858218318695,42323.5,44174.7
Medium,2074,Barren,19155,19155,19155
Medium,2074,Developed,33555.9025,33370.924999999996,33730.1
Medium,2074,Forest,154076.66666666666,153865.69999999998,154273.075
Medium,2074,Grassland,43277.260651629076,42617.4,44018.075
Medium,2074,Shrubland,109048.75844806008,108886.95000000001,109219
Medium,2074,SnowIce,28,28,28
Medium,2074,Water,18655,18655,18655
Medium,2074,Wetland,2737.295,2643.95,2832.05
Medium,2075,Agriculture,43277.529411764706,42318.65,44166.85
Medium,2075,Barren,19155,19155,19155
Medium,2075,Developed,33615.93625,33428.950000000004,33794.024999999994
Medium,2075,Forest,154056.40175219023,153839.65,154254.3
Medium,2075,Grassland,43256.495,42590.950000000004,44006.05
Medium,2075,Shrubland,109027.26097867002,108868.90000000001,109205.09999999999
Medium,2075,SnowIce,28,28,28
Medium,2075,Water,18655,18655,18655
Medium,2075,Wetland,2739.64625,2646,2834.075
Medium,2076,Agriculture,43283.6625,42342.625,44216
Medium,2076,Barren,19155,19155,19155
Medium,2076,Developed,33672.45125,33483,33854.100000000006
Medium,2076,Forest,154037.03773584907,153817,154227.45
Medium,2076,Grassland,43233.070087609514,42557.65,43993.049999999996
Medium,2076,Shrubland,109006.21984924623,108842.75,109179
Medium,2076,SnowIce,28,28,28
Medium,2076,Water,18655,18655,18655
Medium,2076,Wetland,2742.1125,2648.975,2838
Medium,2077,Agriculture,43288.55193992491,42322.850000000006,44247.6
Medium,2077,Barren,19155,19155,19155
Medium,2077,Developed,33726.845,33544.9,33914.05
Medium,2077,Forest,154017.27763819095,153796,154218.375
Medium,2077,Grassland,43211.419274092616,42491,43969.2
Medium,2077,Shrubland,108985.81328320802,108828.85,109164.15
Medium,2077,SnowIce,28,28,28
Medium,2077,Water,18655,18655,18655
Medium,2077,Wetland,2744.76875,2647.975,2842.0499999999997
Medium,2078,Agriculture,43289.272841051315,42338.75,44221.55
Medium,2078,Barren,19155,19155,19155
Medium,2078,Developed,33779.3917396746,33591.9,33966.049999999996
Medium,2078,Forest,153998.47427854454,153772,154202.5
