LUC,Timestep,LULC,Mean,Lower,Upper
High,2090,Developed,38282.7125,38052,38497
High,2090,Forest,151783.11875,151534.94999999998,152046.075
High,2090,Grassland,38212.39875,37963,38469.025
High,2090,Shrubland,107020.70337922403,106876.95,107161
High,2090,SnowIce,28,28,28
High,2090,Water,18655,18655,18655
High,2090,Wetland,2553.8975,2470,2636
High,2091,Agriculture,48187.22875,47835,48545.025
High,2091,Barren,19155,19155,19155
High,2091,Developed,38375.07375,38151,38590.100000000006
High,2091,Forest,151737.395,151487.975,151992.125
High,2091,Grassland,38142.445,37893.825,38390.1
High,2091,Shrubland,106978.0527638191,106833.5,107119.75
High,2091,SnowIce,28,28,28
High,2091,Water,18655,18655,18655
High,2091,Wetland,2553.695,2469,2636
High,2092,Agriculture,48258.37,47903.825,48614.275
High,2092,Barren,19155,19155,19155
High,2092,Developed,38468.275,38243.975,38687.149999999994
High,2092,Forest,151686.8625,151437.875,151940.05000000002
High,2092,Grassland,38071.43107769424,37813.85,38327.075000000004
High,2092,Shrubland,106934.5,106784,107086.175
High,2092,SnowIce,28,28,28
High,2092,Water,18655,18655,18655
High,2092,Wetland,2554.24875,2469.975,2636
High,2093,Agriculture,48328.13625,47972.85,48691.174999999996
High,2093,Barren,19155,19155,19155
High,2093,Developed,38559.7225,38332,38782
High,2093,Forest,151637.69375,151384.9,151896.125
High,2093,Grassland,38001.484962406015,37734,38256.299999999996
High,2093,Shrubland,106892.05882352941,106739.95,107045.1
High,2093,SnowIce,28,28,28
High,2093,Water,18655,18655,18655
High,2093,Wetland,2554.7725,2469.975,2637
High,2094,Agriculture,48396.1325,48029.75,48755.075
High,2094,Barren,19155,19155,19155
High,2094,Developed,38650.63,38425,38875.125
High,2094,Forest,151589.9525,151339,151858.15
High,2094,Grassland,37932.085106382976,37666.9,38181.75
High,2094,Shrubland,106850.11764705883,106695,107002.05
High,2094,SnowIce,28,28,28
High,2094,Water,18655,18655,18655
High,2094,Wetland,2554.81,2469,2639
High,2095,Agriculture,48463.526908635795,48097.55,48829.05
High,2095,Barren,19155,19155,19155
High,2095,Developed,38741.27125,38511.95,38970
High,2095,Forest,151541.94625,151288.95,151816.07499999998
High,2095,Grassland,37863.73341677096,37609.8,38118
High,2095,Shrubland,106807.775,106651.975,106961.15000000001
High,2095,SnowIce,28,28,28
High,2095,Water,18655,18655,18655
High,2095,Wetland,2554.90625,2468,2637.0499999999997
High,2096,Agriculture,48529.8225,48159.85,48912.049999999996
High,2096,Barren,19155,19155,19155
High,2096,Developed,38830.19298245614,38600.924999999996,39048.525
High,2096,Forest,151496.365,151251.875,151769
High,2096,Grassland,37796.003764115434,37542.7,38059.5
High,2096,Shrubland,106765.5519399249,106610,106921.15
High,2096,SnowIce,28,28,28
High,2096,Water,18655,18655,18655
High,2096,Wetland,2554.58125,2468.9500000000003,2641
High,2097,Agriculture,48600.5525,48231,48996.075
High,2097,Barren,19155,19155,19155
High,2097,Developed,38918.99248120301,38679.700000000004,39149.299999999996
High,2097,Forest,151446.32125,151197.95,151720.075
High,2097,Grassland,37728.5825,37470.975000000006,37985.025
High,2097,Shrubland,106724.11375,106565.95,106882.125
High,2097,SnowIce,28,28,28
High,2097,Water,18655,18655,18655
High,2097,Wetland,2555.235,2471.95,2642.0249999999996
High,2098,Agriculture,48670.2325,48289.774999999994,49068.025
High,2098,Barren,19155,19155,19155
High,2098,Developed,39007.13048933501,38773,39233.200000000004
High,2098,Forest,151396.225,151149.875,151672.025
High,2098,Grassland,37662.045,37403.975,37923.174999999996
High,2098,Shrubland,106682.74625,106514.97499999999,106843.1
High,2098,SnowIce,28,28,28
High,2098,Water,18655,18655,18655
High,2098,Wetland,2555.6475,2470.975,2643
High,2099,Agriculture,48739.045,48356.975,49133.1
High,2099,Barren,19155,19155,19155
High,2099,Developed,39094.83793969849,38856.5,39321.5
High,2099,Forest,151349.06007509388,151105,151617
High,2099,Grassland,37594.571964956194,37337,37859.25
High,2099,Shrubland,106640.7125,106476.975,106804.15
High,2099,SnowIce,28,28,28
High,2099,Water,18655,18655,18655
High,2099,Wetland,2556.17625,2468.9750000000004,2644
High,2100,Agriculture,48807,48431.75,49201.1
High,2100,Barren,19155,19155,19155
High,2100,Developed,39182.33792240301,38946,39414
High,2100,Forest,151301.16125,151054.94999999998,151572.075
High,2100,Grassland,37528.86125,37268.775,37800
High,2100,Shrubland,106598.58625,106433.975,106761.2
High,2100,SnowIce,28,28,28
High,2100,Water,18655,18655,18655
High,2100,Wetland,2556.04,2470.975,2644
High,2101,Agriculture,48871.826850690086,48498.899999999994,49278.1
High,2101,Barren,19155,19155,19155
High,2101,Developed,39268.65125,39035.950000000004,39501.125
High,2101,Forest,151256.47625,151004,151520.025
High,2101,Grassland,37463.525,37209,37732.049999999996
High,2101,Shrubland,106557.36375,106389.92499999999,106726.025
High,2101,SnowIce,28,28,28
High,2101,Water,18655,18655,18655
High,2101,Wetland,2555.67625,2470,2644.025
Low,2001,Agriculture,45660,45660,45660
Low,2001,Barren,19155,19155,19155
Low,2001,Developed,23263,23263,23263
Low,2001,Forest,156191,156191,156191
Low,2001,Grassland,46293,46293,46293
Low,2001,Shrubland,111792,111792,111792
Low,2001,SnowIce,28,28,28
Low,2001,Water,18655,18655,18655
Low,2001,Wetland,2775,2775,2775
Low,2002,Agriculture,45642.77125,45602,45684
Low,2002,Barren,19155,19155,19155
Low,2002,Developed,23618.3275,23584.975,23650
Low,2002,Forest,156115.57125,156096,156135
Low,2002,Grassland,46121.57375,46088,46156
Low,2002,Shrubland,111712.54,111693,111732
Low,2002,SnowIce,28,28,28
Low,2002,Water,18655,18655,18655
Low,2002,Wetland,2763.21625,2752,2775
Low,2003,Agriculture,45565.755,45509,45618.049999999996
Low,2003,Barren,19155,19155,19155
Low,2003,Developed,23837.06125,23795.925000000003,23879.025
Low,2003,Forest,156088.74125,156065,156116
Low,2003,Grassland,46055.44625,46012,46097
Low,2003,Shrubland,111668.05,111643,111693
Low,2003,SnowIce,28,28,28
Low,2003,Water,18655,18655,18655
Low,2003,Wetland,2758.94625,2744,2773
Low,2004,Agriculture,45488.80375,45430,45557.075000000004
Low,2004,Barren,19155,19155,19155
Low,2004,Developed,24054.82183186951,24008.899999999998,24104.2
Low,2004,Forest,156061.54125,156034,156090
Low,2004,Grassland,45990.225190839694,45933.625,46046
Low,2004,Shrubland,111624.14,111592,111656.025
Low,2004,SnowIce,28,28,28
Low,2004,Water,18655,18655,18655
Low,2004,Wetland,2754.5025,2738,2769
Low,2005,Agriculture,45406.355,45331.95,45480
Low,2005,Barren,19155,19155,19155
Low,2005,Developed,24280.88,24226,24336
Low,2005,Forest,156040.18631178708,156008,156071
Low,2005,Grassland,45910.42875,45850,45966.025
Low,2005,Shrubland,111584.48375,111550.97499999999,111617.05
Low,2005,SnowIce,28,28,28
Low,2005,Water,18655,18655,18655
Low,2005,Wetland,2752.21875,2733,2770
Low,2006,Agriculture,45322.8725,45238,45403.024999999994
Low,2006,Barren,19155,19155,19155
Low,2006,Developed,24508.945,24448,24570.025
Low,2006,Forest,156017.3282828283,155981,156052
Low,2006,Grassland,45830.5975,45762.975000000006,45895
Low,2006,Shrubland,111543.89,111507.95000000001,111583.025
Low,2006,SnowIce,28,28,28
Low,2006,Water,18655,18655,18655
Low,2006,Wetland,2750.54,2729,2771
Low,2007,Agriculture,45190.15375,45096,45283.05
Low,2007,Barren,19155,19155,19155
Low,2007,Developed,24670.64125,24602,24738
Low,2007,Forest,156005.50510204083,155964.725,156042
Low,2007,Grassland,45853.205,45779.95,45922.025
Low,2007,Shrubland,111503.21875,111461,111549
Low,2007,SnowIce,28,28,28
Low,2007,Water,18655,18655,18655
Low,2007,Wetland,2751.38625,2726.95,2774
Low,2008,Agriculture,45057.252512562816,44956,45160
Low,2008,Barren,19155,19155,19155
Low,2008,Developed,24834.0875,24764.925000000003,24910
Low,2008,Forest,155991.9987244898,155949,156028
Low,2008,Grassland,45877.475,45798,45962.025
Low,2008,Shrubland,111460.64375,111417.975,111508
Low,2008,SnowIce,28,28,28
Low,2008,Water,18655,18655,18655
Low,2008,Wetland,2752.66875,2726.975,2778
Low,2009,Agriculture,44960.3491864831,44847.9,45077
Low,2009,Barren,19155,19155,19155
Low,2009,Developed,24938.454773869347,24865.625,25012.5
Low,2009,Forest,155978.43295019158,155931.55,156016
Low,2009,Grassland,45894.57,45803.975,45987.025
Low,2009,Shrubland,111449.25,111403,111497
Low,2009,SnowIce,28,28,28
Low,2009,Water,18655,18655,18655
Low,2009,Wetland,2752.1275,2725.9750000000004,2778.0249999999996
Low,2010,Agriculture,44864.62893081761,44748.65,44977
Low,2010,Barren,19155,19155,19155
Low,2010,Developed,25043.778481012658,24968,25124
Low,2010,Forest,155964.12594458438,155919.65,156006.175
Low,2010,Grassland,45911.7975,45814.925,46005.05
Low,2010,Shrubland,111438.2875,111389.975,111486
Low,2010,SnowIce,28,28,28
Low,2010,Water,18655,18655,18655
Low,2010,Wetland,2750.81375,2723,2780
Low,2011,Agriculture,44795.4025,44676,44913
Low,2011,Barren,19155,19155,19155
Low,2011,Developed,25117.4525,25038.975,25200
Low,2011,Forest,155957.96245306634,155911.94999999998,156002
Low,2011,Grassland,45926.641959798995,45816,46019
Low,2011,Shrubland,111429.2375,111382,111476.05
Low,2011,SnowIce,28,28,28
Low,2011,Water,18655,18655,18655
Low,2011,Wetland,2746.88375,2717,2776
Low,2012,Agriculture,44720.06,44594.875,44846
Low,2012,Barren,19155,19155,19155
Low,2012,Developed,25191.40375,25116,25276
Low,2012,Forest,155950.8245614035,155903.925,155991.075
Low,2012,Grassland,45947.55974842767,45844.85,46041
Low,2012,Shrubland,111419.61375,111368.97499999999,111469.02500000001
Low,2012,SnowIce,28,28,28
Low,2012,Water,18655,18655,18655
Low,2012,Wetland,2744.0875,2713.975,2774
Low,2013,Agriculture,44658.2175,44534.950000000004,44785
Low,2013,Barren,19155,19155,19155
Low,2013,Developed,25365.71125,25284,25448.05
Low,2013,Forest,155914.01625,155866,155960
Low,2013,Grassland,45906.969849246234,45803.5,45996.625
Low,2013,Shrubland,111385.9625,111330.97499999999,111438.025
Low,2013,SnowIce,28,28,28
Low,2013,Water,18655,18655,18655
Low,2013,Wetland,2742.6575,2709,2773.0499999999997
Low,2014,Agriculture,44586.7625,44467,44707
Low,2014,Barren,19155,19155,19155
Low,2014,Developed,25558.72875,25467.975,25649.025
Low,2014,Forest,155877.3275,155831,155924.025
Low,2014,Grassland,45861.83125,45757.975000000006,45963
Low,2014,Shrubland,111347.92125,111291,111405
Low,2014,SnowIce,28,28,28
Low,2014,Water,18655,18655,18655
Low,2014,Wetland,2741.42875,2706,2774.025
Low,2015,Agriculture,44517.2175,44392,44645.075000000004
Low,2015,Barren,19155,19155,19155
Low,2015,Developed,25742.27875,25653,25838.025
Low,2015,Forest,155841.20875,155793,155889
Low,2015,Grassland,45819.62,45714,45926
Low,2015,Shrubland,111313.48375,111255,111371.02500000001
Low,2015,SnowIce,28,28,28
Low,2015,Water,18655,18655,18655
Low,2015,Wetland,2740.19125,2701,2774.05
Low,2016,Agriculture,44453.76,44330,44583.05
Low,2016,Barren,19155,19155,19155
Low,2016,Developed,25901.3675,25809,26001
Low,2016,Forest,155810.35125,155757,155861
Low,2016,Grassland,45785.5575,45678.875,45905
Low,2016,Shrubland,111282.91875,111218.97499999999,111346.02500000001
Low,2016,SnowIce,28,28,28
Low,2016,Water,18655,18655,18655
Low,2016,Wetland,2740.045,2698,2774.025
Low,2017,Agriculture,44388.06875,44259.975000000006,44516.049999999996
Low,2017,Barren,19155,19155,19155
Low,2017,Developed,26062.506297229218,25962,26167.525
Low,2017,Forest,155779.81875,155727.975,155829.025
Low,2017,Grassland,45752.72375,45641.975,45869.049999999996
Low,2017,Shrubland,111251.75125,111185,111314.025
Low,2017,SnowIce,28,28,28
Low,2017,Water,18655,18655,18655
Low,2017,Wetland,2739.6,2697.95,2775.025
Low,2018,Agriculture,44321.7775,44189.975000000006,44454.075000000004
Low,2018,Barren,19155,19155,19155
Low,2018,Developed,26225.285,26118.975000000002,26334.024999999998
Low,2018,Forest,155750.00625,155697,155802.025
Low,2018,Grassland,45718.1175,45606,45835
Low,2018,Shrubland,111219.07375,111146.975,111285
Low,2018,SnowIce,28,28,28
Low,2018,Water,18655,18655,18655
Low,2018,Wetland,2739.74,2696.975,2776.025
Low,2019,Agriculture,44253.67709637046,44121.95,44394.05
Low,2019,Barren,19155,19155,19155
Low,2019,Developed,26389.375,26280.875,26497.024999999998
Low,2019,Forest,155719.93625,155662.975,155774.025
Low,2019,Grassland,45685.2525,45568,45803
Low,2019,Shrubland,111186.305,111114.975,111254
Low,2019,SnowIce,28,28,28
Low,2019,Water,18655,18655,18655
Low,2019,Wetland,2739.77125,2696.975,2779
Low,2020,Agriculture,44186.05375,44054.975000000006,44328.025
Low,2020,Barren,19155,19155,19155
Low,2020,Developed,26553.16625,26439.949999999997,26662.074999999997
Low,2020,Forest,155690.09375,155633.975,155744
Low,2020,Grassland,45652.15875,45532.975,45774.075000000004
Low,2020,Shrubland,111152.7375,111078.97499999999,111222.025
Low,2020,SnowIce,28,28,28
Low,2020,Water,18655,18655,18655
Low,2020,Wetland,2739.79,2697,2782
Low,2021,Agriculture,44119.96356783919,43989.875,44264
Low,2021,Barren,19155,19155,19155
Low,2021,Developed,26716.2775,26594,26820.075
Low,2021,Forest,155660.38625,155603,155713.025
Low,2021,Grassland,45618.53125,45494,45741.049999999996
Low,2021,Shrubland,111119.56625,111043,111192
Low,2021,SnowIce,28,28,28
Low,2021,Water,18655,18655,18655
Low,2021,Wetland,2739.875,2696,2783
Low,2022,Agriculture,44051.10776942356,43914.924999999996,44197
Low,2022,Barren,19155,19155,19155
Low,2022,Developed,26877.72,26752.975000000002,26988.05
Low,2022,Forest,155631.295,155572,155686.025
Low,2022,Grassland,45587.56875,45460.925,45719.025
Low,2022,Shrubland,111086.39799749687,111011.9,111162
Low,2022,SnowIce,28,28,28
Low,2022,Water,18655,18655,18655
Low,2022,Wetland,2740.14625,2697,2785
Low,2023,Agriculture,43984.245614035084,43842.925,44122
Low,2023,Barren,19155,19155,19155
Low,2023,Developed,27035.03011292346,26912,27146.3
Low,2023,Forest,155603.09625,155542.975,155659.025
Low,2023,Grassland,45557.38125,45429,45693.125
Low,2023,Shrubland,111053.81430363865,110979,111128
Low,2023,SnowIce,28,28,28
Low,2023,Water,18655,18655,18655
Low,2023,Wetland,2740.72625,2696,2785
Low,2024,Agriculture,43920.95118898623,43777.95,44067
Low,2024,Barren,19155,19155,19155
Low,2024,Developed,27187.2075,27058,27311
Low,2024,Forest,155575.695,155513,155631
Low,2024,Grassland,45526.395,45398.950000000004,45663.024999999994
Low,2024,Shrubland,111022.36363636363,110945.55,111099
Low,2024,SnowIce,28,28,28
Low,2024,Water,18655,18655,18655
Low,2024,Wetland,2741.5125,2697,2786.0249999999996
Low,2025,Agriculture,43858.99374217772,43710.899999999994,44009.200000000004
Low,2025,Barren,19155,19155,19155
Low,2025,Developed,27333.15625,27211.949999999997,27459
Low,2025,Forest,155549.32875,155485,155609
Low,2025,Grassland,45497.60875,45365.975,45634.024999999994
Low,2025,Shrubland,110992.12075471698,110914.7,111076
Low,2025,SnowIce,28,28,28
Low,2025,Water,18655,18655,18655
Low,2025,Wetland,2742.56625,2698,2788
Low,2026,Agriculture,43801.335,43652.95,43945.1
Low,2026,Barren,19155,19155,19155
Low,2026,Developed,27474.1825,27348.975,27602.024999999998
Low,2026,Forest,155523.28875,155459,155585
Low,2026,Grassland,45469.6075,45331.975,45615
Low,2026,Shrubland,110962.02392947103,110882.825,111049.175
Low,2026,SnowIce,28,28,28
Low,2026,Water,18655,18655,18655
Low,2026,Wetland,2743.2775,2697.95,2790
Low,2027,Agriculture,43741.09,43580.9,43884.025
Low,2027,Barren,19155,19155,19155
Low,2027,Developed,27610.45875,27483,27731.075
Low,2027,Forest,155498.35625,155432,155560.02500000002
Low,2027,Grassland,45444.65875,45307.95,45589.025
Low,2027,Shrubland,110934.66833541928,110847,111024
Low,2027,SnowIce,28,28,28
Low,2027,Water,18655,18655,18655
Low,2027,Wetland,2744.68625,2699,2792
Low,2028,Agriculture,43685.89,43518.975,43837.149999999994
Low,2028,Barren,19155,19155,19155
Low,2028,Developed,27740.455,27604.9,27868.024999999998
Low,2028,Forest,155474.41,155406.975,155537.05
Low,2028,Grassland,45420.17125,45282,45566
Low,2028,Shrubland,110907.01754385965,110825.84999999999,110995.29999999999
Low,2028,SnowIce,28,28,28
Low,2028,Water,18655,18655,18655
Low,2028,Wetland,2745.82375,2699,2792
Low,2029,Agriculture,43632.71375,43457,43788.049999999996
Low,2029,Barren,19155,19155,19155
Low,2029,Developed,27864.25406758448,27724.9,27991.050000000003
Low,2029,Forest,155451.97875,155383.975,155518.025
Low,2029,Grassland,45396.7625,45260.95,45542.025
Low,2029,Shrubland,110880.965,110795.9,110978
Low,2029,SnowIce,28,28,28
Low,2029,Water,18655,18655,18655
Low,2029,Wetland,2747.15625,2699,2797
Low,2030,Agriculture,43581.235,43405.9,43737.05
Low,2030,Barren,19155,19155,19155
Low,2030,Developed,27982.552201257862,27837.55,28111.45
Low,2030,Forest,155430.38625,155361,155497.025
Low,2030,Grassland,45374.90625,45236,45519
Low,2030,Shrubland,110856.11625,110767.975,110948
Low,2030,SnowIce,28,28,28
Low,2030,Water,18655,18655,18655
Low,2030,Wetland,2748.695,2700.9750000000004,2799.025
Low,2031,Agriculture,43530.5025,43352.975,43690.025
Low,2031,Barren,19155,19155,19155
Low,2031,Developed,28096.37046307885,27947,28230
Low,2031,Forest,155409.98,155340,155478
Low,2031,Grassland,45354.2475,45211.95,45499.05
Low,2031,Shrubland,110832.4325,110742,110925.025
Low,2031,SnowIce,28,28,28
Low,2031,Water,18655,18655,18655
Low,2031,Wetland,2750.5875,2701,2803
Low,2032,Agriculture,43479.7575,43302.925,43649.025
Low,2032,Barren,19155,19155,19155
Low,2032,Developed,28201.59875,28053,28333.05
Low,2032,Forest,155391.08625,155321.975,155459.02500000002
Low,2032,Grassland,45336.63625,45188.975000000006,45483
Low,2032,Shrubland,110812.21625,110716.975,110908.025
Low,2032,SnowIce,28,28,28
Low,2032,Water,18655,18655,18655
Low,2032,Wetland,2752.705,2699,2806.025
Low,2033,Agriculture,43432.63375,43250.875,43598
Low,2033,Barren,19155,19155,19155
Low,2033,Developed,28301.51125,28153.925000000003,28432.024999999998
Low,2033,Forest,155372.8375,155303,155443.075
Low,2033,Grassland,45319.38,45169.950000000004,45473.025
Low,2033,Shrubland,110792.57375,110694,110886.02500000001
Low,2033,SnowIce,28,28,28
Low,2033,Water,18655,18655,18655
Low,2033,Wetland,2755.06375,2701.975,2811.05
Low,2034,Agriculture,43387.35875,43203.875,43555.025
Low,2034,Barren,19155,19155,19155
Low,2034,Developed,28397.4125,28251,28527.175
Low,2034,Forest,155355.45875,155286,155428
Low,2034,Grassland,45304.12375,45154.925,45461.025
Low,2034,Shrubland,110772.83875,110670.95,110875
Low,2034,SnowIce,28,28,28
Low,2034,Water,18655,18655,18655
Low,2034,Wetland,2756.8075,2700,2814.05
Low,2035,Agriculture,43342.30125,43157.95,43518.025
Low,2035,Barren,19155,19155,19155
Low,2035,Developed,28488.28625,28339.875,28621.05
Low,2035,Forest,155339.525,155267.975,155411.025
Low,2035,Grassland,45290.08875,45140.9,45447
Low,2035,Shrubland,110754.66125,110655.95,110849
Low,2035,SnowIce,28,28,28
Low,2035,Water,18655,18655,18655
Low,2035,Wetland,2759.1375,2704,2818
Low,2036,Agriculture,43300.2575,43121,43474.025
Low,2036,Barren,19155,19155,19155
Low,2036,Developed,28573.175,28422,28709.1
Low,2036,Forest,155324.09875,155250,155397.075
Low,2036,Grassland,45277.60125,45122.95,45431.049999999996
Low,2036,Shrubland,110737.585,110638.925,110835.025
Low,2036,SnowIce,28,28,28
Low,2036,Water,18655,18655,18655
Low,2036,Wetland,2761.2825,2706,2818
Low,2037,Agriculture,43259.09875,43072.95,43434
Low,2037,Barren,19155,19155,19155
Low,2037,Developed,28653.73125,28503.975000000002,28786.024999999998
Low,2037,Forest,155309.4275,155235.97499999998,155384
Low,2037,Grassland,45267.13875,45109,45431
Low,2037,Shrubland,110720.81125,110617.95000000001,110820
Low,2037,SnowIce,28,28,28
Low,2037,Water,18655,18655,18655
Low,2037,Wetland,2763.7925,2705.9750000000004,2821.0499999999997
Low,2038,Agriculture,43218.82728410513,43037.7,43397.05
Low,2038,Barren,19155,19155,19155
Low,2038,Developed,28729.21375,28577.975,28867
Low,2038,Forest,155295.5575,155220.94999999998,155368
Low,2038,Grassland,45257.9325,45094,45425
Low,2038,Shrubland,110706.19875,110602,110811
Low,2038,SnowIce,28,28,28
Low,2038,Water,18655,18655,18655
Low,2038,Wetland,2766.54375,2709.975,2824.025
Low,2039,Agriculture,43180.35544430538,42987.55,43360.15
Low,2039,Barren,19155,19155,19155
Low,2039,Developed,28802.11375,28647,28940.05
Low,2039,Forest,155281.8825,155205,155354
Low,2039,Grassland,45248.7,45085.95,45417
Low,2039,Shrubland,110691.8575,110584.95,110794
Low,2039,SnowIce,28,28,28
Low,2039,Water,18655,18655,18655
Low,2039,Wetland,2769.31625,2711,2829
Low,2040,Agriculture,43142.60552763819,42947.875,43325.375
Low,2040,Barren,19155,19155,19155
Low,2040,Developed,28870.286608260325,28712.9,29013.05
Low,2040,Forest,155269.45375,155190.97499999998,155344
Low,2040,Grassland,45241.7375,45076.95,45411
Low,2040,Shrubland,110678.41625,110569.95,110781.02500000001
Low,2040,SnowIce,28,28,28
Low,2040,Water,18655,18655,18655
Low,2040,Wetland,2772.05125,2711,2834
Low,2041,Agriculture,43106.216520650814,42913.899999999994,43288.25
Low,2041,Barren,19155,19155,19155
Low,2041,Developed,28933.69510664994,28778.899999999998,29078.1
Low,2041,Forest,155257.71,155180.925,155333.025
Low,2041,Grassland,45235.65625,45068.9,45410
Low,2041,Shrubland,110665.94,110553,110769
Low,2041,SnowIce,28,28,28
Low,2041,Water,18655,18655,18655
Low,2041,Wetland,2774.66625,2714.95,2835.025
Low,2042,Agriculture,43071.59574468085,42876.850000000006,43258.05
Low,2042,Barren,19155,19155,19155
Low,2042,Developed,28993.252195734003,28837.7,29137.1
Low,2042,Forest,155245.98375,155168.975,155323
Low,2042,Grassland,45230.96125,45070.925,45407
Low,2042,Shrubland,110654.5275,110548.97499999999,110759.025
Low,2042,SnowIce,28,28,28
Low,2042,Water,18655,18655,18655
Low,2042,Wetland,2777.74375,2713,2837.0249999999996
Low,2043,Agriculture,43037.065326633165,42839,43221.125
Low,2043,Barren,19155,19155,19155
Low,2043,Developed,29051.815,28903.625,29195.125
Low,2043,Forest,155234.37,155155,155311.025
Low,2043,Grassland,45226.25156445557,45055,45401
Low,2043,Shrubland,110643.96375,110534.975,110752
Low,2043,SnowIce,28,28,28
Low,2043,Water,18655,18655,18655
Low,2043,Wetland,2781.0025,2717.975,2842
Low,2044,Agriculture,43005.389168765745,42805.475,43189.175
Low,2044,Barren,19155,19155,19155
Low,2044,Developed,29106.854818523156,28954.350000000002,29253.15
Low,2044,Forest,155223.55375,155141.975,155305.025
Low,2044,Grassland,45221.55875,45049.975,45395
Low,2044,Shrubland,110632.85125,110521.975,110739.025
Low,2044,SnowIce,28,28,28
Low,2044,Water,18655,18655,18655
Low,2044,Wetland,2783.96625,2722,2846
Low,2045,Agriculture,42973.342534504394,42778,43170.3
Low,2045,Barren,19155,19155,19155
Low,2045,Developed,29157.6825,29002,29306.050000000003
Low,2045,Forest,155213.56,155129.975,155291.025
Low,2045,Grassland,45218.75,45045.975,45399
Low,2045,Shrubland,110623.6075,110510,110735.025
Low,2045,SnowIce,28,28,28
Low,2045,Water,18655,18655,18655
Low,2045,Wetland,2786.9575,2723.975,2849.0499999999997
Low,2046,Agriculture,42942.8130489335,42741,43140.4
Low,2046,Barren,19155,19155,19155
Low,2046,Developed,29204.750626566416,29044.775,29358.075
Low,2046,Forest,155203.71875,155117.975,155281
Low,2046,Grassland,45217.55,45045.975,45400
Low,2046,Shrubland,110615.24125,110502.90000000001,110725.025
Low,2046,SnowIce,28,28,28
Low,2046,Water,18655,18655,18655
Low,2046,Wetland,2790.22375,2729,2855.025
Low,2047,Agriculture,42912.42230576441,42716.7,43115.075
Low,2047,Barren,19155,19155,19155
Low,2047,Developed,29252.89625,29089,29407.025
Low,2047,Forest,155193.46375,155108.95,155271.05
Low,2047,Grassland,45215.899874843555,45043.9,45399.149999999994
Low,2047,Shrubland,110605.69125,110487,110718.05
Low,2047,SnowIce,28,28,28
Low,2047,Water,18655,18655,18655
Low,2047,Wetland,2793.6775,2731,2858
Low,2048,Agriculture,42883.157430730476,42682,43091.175
Low,2048,Barren,19155,19155,19155
Low,2048,Developed,29296.63625,29136,29448.024999999998
Low,2048,Forest,155183.465,155097.95,155265
Low,2048,Grassland,45214.72375,45039,45399.025
Low,2048,Shrubland,110597.8675,110481,110710.025
Low,2048,SnowIce,28,28,28
Low,2048,Water,18655,18655,18655
Low,2048,Wetland,2797.27375,2731.95,2863
Low,2049,Agriculture,42854.5675,42649.95,43057.025
Low,2049,Barren,19155,19155,19155
Low,2049,Developed,29340.69875,29176.95,29494
Low,2049,Forest,155173.88875,155087.975,155256
Low,2049,Grassland,45213.30663329161,45033.95,45399
Low,2049,Shrubland,110590.825,110473.97499999999,110707
Low,2049,SnowIce,28,28,28
Low,2049,Water,18655,18655,18655
Low,2049,Wetland,2800.98,2733,2870.025
Low,2050,Agriculture,42826.48,42621,43039.024999999994
Low,2050,Barren,19155,19155,19155
Low,2050,Developed,29382.385,29215,29530.075
Low,2050,Forest,155164.39125,155076,155248
Low,2050,Grassland,45213.89361702128,45027,45394.1
Low,2050,Shrubland,110582.7925,110460,110697.025
Low,2050,SnowIce,28,28,28
Low,2050,Water,18655,18655,18655
Low,2050,Wetland,2804.325,2738,2874
Low,2051,Agriculture,42798.37,42595.850000000006,43008
Low,2051,Barren,19155,19155,19155
Low,2051,Developed,29423.8275,29257.975000000002,29575
Low,2051,Forest,155155.00875,155066,155241
Low,2051,Grassland,45214.54761904762,45034.924999999996,45396.075
Low,2051,Shrubland,110575.09875,110454.975,110697.025
Low,2051,SnowIce,28,28,28
Low,2051,Water,18655,18655,18655
Low,2051,Wetland,2807.68375,2739.9750000000004,2880
Low,2052,Agriculture,42770.69298245614,42563.850000000006,42977.299999999996
Low,2052,Barren,19155,19155,19155
Low,2052,Developed,29464.57625,29303.825,29614.15
Low,2052,Forest,155145.28125,155053.975,155232
Low,2052,Grassland,45215.10875,45036.775,45393.049999999996
Low,2052,Shrubland,110566.55625,110443,110690
Low,2052,SnowIce,28,28,28
Low,2052,Water,18655,18655,18655
Low,2052,Wetland,2811.21125,2744,2883
Low,2053,Agriculture,42744.00375,42533,42957.125
Low,2053,Barren,19155,19155,19155
Low,2053,Developed,29503.195,29343.775,29653
Low,2053,Forest,155135.905,155043,155223.02500000002
Low,2053,Grassland,45217.0975,45033.975000000006,45403.024999999994
Low,2053,Shrubland,110559.09125,110433.95,110683
Low,2053,SnowIce,28,28,28
Low,2053,Water,18655,18655,18655
Low,2053,Wetland,2814.7075,2747,2889
Low,2054,Agriculture,42717.97875,42501,42946.125
Low,2054,Barren,19155,19155,19155
Low,2054,Developed,29540.025,29376.825,29689.024999999998
Low,2054,Forest,155126.085,155034.975,155211.025
Low,2054,Grassland,45217.9575,45036.975,45402
Low,2054,Shrubland,110553.39,110427.975,110680.025
Low,2054,SnowIce,28,28,28
Low,2054,Water,18655,18655,18655
Low,2054,Wetland,2818.56375,2750,2894.025
Low,2055,Agriculture,42690.6575,42475.875,42919.025
Low,2055,Barren,19155,19155,19155
