LUC,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper,Min,Max
Medium,2053,FIRE: Grassland,Group,327.55,112.94999999999999,621.1199999999999,52,978
Medium,2053,FIRE: Grassland High Severity [Type],Type,33.58,11,65.05999999999995,4,103
Medium,2053,FIRE: Grassland Low Severity [Type],Type,219.3425,71.975,419.14999999999986,36,650
Medium,2053,FIRE: Grassland Medium Severity [Type],Type,74.6275,25.975,143.08999999999992,12,233
Medium,2053,FIRE: High Severity,Group,206.69875,95,337.03,36,417
Medium,2053,FIRE: Low Severity,Group,1360.36625,652.6250000000001,2215.1799999999994,297,2604
Medium,2053,FIRE: Medium Severity,Group,464.46125,212,755.2099999999998,87,900
Medium,2053,FIRE: Shrubland,Group,276.73625,109,503,45,790
Medium,2053,FIRE: Shrubland High Severity [Type],Type,28.48625,9,56,3,82
Medium,2053,FIRE: Shrubland Low Severity [Type],Type,185.19625,73.975,336.05999999999995,33,531
Medium,2053,FIRE: Shrubland Medium Severity [Type],Type,63.05375,22.975,115.05999999999995,9,177
Medium,2053,HARVEST,Group,725.335,270.775,1130,228,1207
Medium,2053,INSECTS,Group,10964.89724310777,1678.8,27770.70000000001,76,37757
Medium,2053,INSECTS: High Severity [Type],Type,1651.4293059125964,31,7484.909999999997,2,12071
Medium,2053,INSECTS: Low Severity [Type],Type,8634.468549422336,1592.25,20782.09999999999,185,28938
Medium,2053,INSECTS: Medium Severity [Type],Type,908.8220230473752,21,3730.2,3,6244
Medium,2053,MANAGEMENT: Forest Clearcut [Type],Type,410.51625,182.77500000000003,644.1199999999999,142,699
Medium,2053,MANAGEMENT: Forest Thinning [Type],Type,314.81875,103.975,513,70,562
Medium,2053,MANAGEMENT: Orchard Removal [Type],Type,441.99,187,741,153,851
Medium,2053,URBANIZATION,Group,101.9675,83.975,122,70,132
Medium,2053,URBANIZATION: Annual->Developed [Type],Type,25.79375,17,36,11,43
Medium,2053,URBANIZATION: Forest->Developed [Type],Type,13.55125,7,21,3,29
Medium,2053,URBANIZATION: Grassland->Developed [Type],Type,23.37625,15,33,11,41
Medium,2053,URBANIZATION: Perennial->Developed [Type],Type,15.8575,8,24,5,29
Medium,2053,URBANIZATION: Shrubland->Developed [Type],Type,22.5125,13.975000000000001,32,8,38
Medium,2053,URBANIZATION: Wetland->Developed [Type],Type,1.4946695095948828,1,3,1,5
Medium,2054,AGRICULTURAL CHANGE,Group,104.6825,51,161.02999999999997,43,188
Medium,2054,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.15375,47,152.02999999999997,39,179
Medium,2054,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.696153846153846,1,17,1,26
Medium,2054,AGRICULTURAL CONTRACTION,Group,124.4825,64.975,234,55,248
Medium,2054,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.380475594493117,2.950000000000003,27,1,35
Medium,2054,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,79.1375,27,151,19,176
Medium,2054,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.555694618272842,2,24,1,29
Medium,2054,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.32375,4,22,1,30
Medium,2054,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.693208430913349,1,4,1,8
Medium,2054,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,8.912258064516129,1,26.779999999999973,1,44
Medium,2054,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.001923076923077,1,5,1,7
Medium,2054,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.2087912087912087,1,2,1,3
Medium,2054,AGRICULTURAL EXPANSION,Group,151.90625,50,231,42,252
Medium,2054,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,11.989987484355444,2,26,1,38
Medium,2054,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,11.99625,2.9750000000000014,27,1,35
Medium,2054,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,49.1725,13,76,7,85
Medium,2054,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,49.08375,12.975000000000001,73.02999999999997,5,86
Medium,2054,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.44625,2,22,1,38
Medium,2054,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.28160200250313,2,22,1,32
Medium,2054,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.711081794195251,1,10,1,15
Medium,2054,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.6875,1,10,1,16
Medium,2054,FIRE,Group,1909.6082603254067,778.95,3734.5999999999967,344,4657
Medium,2054,FIRE: Forest,Group,1300.38,471.975,2901.3,168,3776
Medium,2054,FIRE: Forest High Severity [Type],Type,132.43125,44,297.14999999999986,20,391
Medium,2054,FIRE: Forest Low Severity [Type],Type,871.9225,316.725,1934,108,2510
Medium,2054,FIRE: Forest Medium Severity [Type],Type,296.02625,105.975,646,34,875
Medium,2054,FIRE: Grassland,Group,335.445,96.875,740.06,41,1078
Medium,2054,FIRE: Grassland High Severity [Type],Type,33.86625,9,76.05999999999995,4,108
Medium,2054,FIRE: Grassland Low Severity [Type],Type,225.33,63.975,500,22,720
Medium,2054,FIRE: Grassland Medium Severity [Type],Type,76.24875,19.975,171.02999999999997,12,250
Medium,2054,FIRE: High Severity,Group,194.2675,77,390.05999999999995,36,475
Medium,2054,FIRE: Low Severity,Group,1280.9075,530.65,2514.4199999999996,238,3112
Medium,2054,FIRE: Medium Severity,Group,434.86875,172.975,869,67,1070
Medium,2054,FIRE: Shrubland,Group,274.21875,83.975,563.03,29,893
Medium,2054,FIRE: Shrubland High Severity [Type],Type,27.97,8,60,1,99
Medium,2054,FIRE: Shrubland Low Severity [Type],Type,183.655,57,375.05999999999995,20,589
Medium,2054,FIRE: Shrubland Medium Severity [Type],Type,62.59375,17,135.02999999999997,6,205
Medium,2054,HARVEST,Group,720.1775,255.975,1120.12,217,1207
Medium,2054,INSECTS,Group,9167.153942428034,1350.2,17853.819999999996,69,28120
Medium,2054,INSECTS: High Severity [Type],Type,813.1143583227446,46.650000000000006,2292.6799999999976,5,3465
Medium,2054,INSECTS: Low Severity [Type],Type,8145.007731958763,1041.125,16261.25,191,24717
Medium,2054,INSECTS: Medium Severity [Type],Type,449.9453621346887,22,1164,3,1688
Medium,2054,MANAGEMENT: Forest Clearcut [Type],Type,406.91,168.975,632.1199999999999,139,679
Medium,2054,MANAGEMENT: Forest Thinning [Type],Type,313.2675,87.975,511,72,558
Medium,2054,MANAGEMENT: Orchard Removal [Type],Type,448.49375,177.95,725.03,149,796
Medium,2054,URBANIZATION,Group,99.9125,80,120,73,140
Medium,2054,URBANIZATION: Annual->Developed [Type],Type,24.73,15,35,12,42
Medium,2054,URBANIZATION: Forest->Developed [Type],Type,13.41125,7,20,4,26
Medium,2054,URBANIZATION: Grassland->Developed [Type],Type,23.39875,15,34,8,41
Medium,2054,URBANIZATION: Perennial->Developed [Type],Type,15.675,8,23,5,35
Medium,2054,URBANIZATION: Shrubland->Developed [Type],Type,21.8725,14,31,10,38
Medium,2054,URBANIZATION: Wetland->Developed [Type],Type,1.476510067114094,1,3,1,5
Medium,2055,AGRICULTURAL CHANGE,Group,104.855,52,158,34,177
Medium,2055,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.1925,47,152,33,175
Medium,2055,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.850899742930591,1,18,1,28
Medium,2055,AGRICULTURAL CONTRACTION,Group,125.35375,65,237,40,259
Medium,2055,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.694618272841051,3,27,1,35
Medium,2055,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,79.18375,27.975,155,14,181
Medium,2055,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.680451127819548,2,24,1,29
Medium,2055,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.104010025062657,3,22,1,28
Medium,2055,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.6533957845433256,1,4,1,7
Medium,2055,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,9.407216494845361,1,27,1,42
Medium,2055,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.0942028985507246,1,5,1,8
Medium,2055,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.2048780487804878,1,3,1,4
Medium,2055,AGRICULTURAL EXPANSION,Group,154.8675,52,228,37,246
Medium,2055,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.708020050125313,2,28,1,39
Medium,2055,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.3225,3,26,1,31
Medium,2055,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,49.8275,13,74,8,88
Medium,2055,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,49.6725,12,74,6,88
Medium,2055,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.63875,2,23,1,29
Medium,2055,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.56015037593985,2,22,1,31
Medium,2055,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.703896103896104,1,10,1,14
Medium,2055,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.875979112271541,1,10,1,15
Medium,2055,FIRE,Group,2195.2975,925.925,4356.289999999999,608,5274
Medium,2055,FIRE: Forest,Group,1474.9724655819775,476.40000000000003,3156.4199999999996,215,3985
Medium,2055,FIRE: Forest High Severity [Type],Type,149.97875,48.975,327.0899999999999,15,395
Medium,2055,FIRE: Forest Low Severity [Type],Type,987.8635794743429,306.90000000000003,2117.18,153,2697
Medium,2055,FIRE: Forest Medium Severity [Type],Type,337.95,105.975,716.2399999999998,47,924
Medium,2055,FIRE: Grassland,Group,396.815,141.95000000000002,760.3899999999996,22,1233
Medium,2055,FIRE: Grassland High Severity [Type],Type,40.57,13,81.02999999999997,2,132
Medium,2055,FIRE: Grassland Low Severity [Type],Type,265.5025,91,516.2099999999998,10,845
Medium,2055,FIRE: Grassland Medium Severity [Type],Type,90.7425,26.975,181.08999999999992,10,265
Medium,2055,FIRE: High Severity,Group,222.93,91,444.1199999999999,56,529
Medium,2055,FIRE: Low Severity,Group,1467.3471177944862,609,2918.17,395,3553
Medium,2055,FIRE: Medium Severity,Group,502.32375,211.95,982.1499999999999,141,1217
Medium,2055,FIRE: Shrubland,Group,321.4925,119.975,655.03,26,1024
Medium,2055,FIRE: Shrubland High Severity [Type],Type,32.38125,10,66,3,115
Medium,2055,FIRE: Shrubland Low Severity [Type],Type,215.48,79,432.26999999999975,11,677
Medium,2055,FIRE: Shrubland Medium Severity [Type],Type,73.63125,25,153.02999999999997,12,241
Medium,2055,HARVEST,Group,718.30125,243,1116,207,1207
Medium,2055,INSECTS,Group,9133.372180451128,981.275,20906.790000000005,93,37165
Medium,2055,INSECTS: High Severity [Type],Type,962.4590792838875,42.525000000000006,4498.969999999992,11,6345
Medium,2055,INSECTS: Low Severity [Type],Type,7851.858441558442,985.825,16667.13999999998,268,30836
Medium,2055,INSECTS: Medium Severity [Type],Type,546.6033163265306,24,2480.3399999999997,1,3695
Medium,2055,MANAGEMENT: Forest Clearcut [Type],Type,404.33125,158,633.1799999999998,127,692
Medium,2055,MANAGEMENT: Forest Thinning [Type],Type,313.97,88.975,515,67,555
Medium,2055,MANAGEMENT: Orchard Removal [Type],Type,455.27375,184,732.06,150,811
Medium,2055,URBANIZATION,Group,99.3475,79,119,72,137
Medium,2055,URBANIZATION: Annual->Developed [Type],Type,25.1,16,35,11,41
Medium,2055,URBANIZATION: Forest->Developed [Type],Type,13.0475,7,20,3,28
Medium,2055,URBANIZATION: Grassland->Developed [Type],Type,22.755,14,33,10,41
Medium,2055,URBANIZATION: Perennial->Developed [Type],Type,15.87125,9,24,5,29
Medium,2055,URBANIZATION: Shrubland->Developed [Type],Type,21.69875,13,31,10,37
Medium,2055,URBANIZATION: Wetland->Developed [Type],Type,1.5151515151515151,1,3,1,5
Medium,2056,AGRICULTURAL CHANGE,Group,105.26625,53,162,42,182
Medium,2056,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.51875,47.975,153,36,181
Medium,2056,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.938303341902314,1,17,1,27
Medium,2056,AGRICULTURAL CONTRACTION,Group,124.89625,67,235.05999999999995,55,264
Medium,2056,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.734335839598998,3,28,1,41
Medium,2056,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,78.38625,32,159,19,177
Medium,2056,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.641509433962264,2,24,1,31
Medium,2056,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.92875,3,22,1,31
Medium,2056,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.7386609071274297,1,4,1,7
Medium,2056,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,9.912596401028278,1,30,1,52
Medium,2056,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.043726235741445,1,5,1,9
Medium,2056,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.2303921568627452,1,2.9099999999999966,1,4
Medium,2056,AGRICULTURAL EXPANSION,Group,152.67375,53,229.02999999999997,44,249
Medium,2056,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.115,2,27,1,34
Medium,2056,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.3325,3,26,1,37
Medium,2056,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,49.17,13.975000000000001,76.02999999999997,7,88
Medium,2056,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,48.855,14,74,7,86
Medium,2056,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.713032581453634,2,22,1,29
Medium,2056,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.4375,2,22,1,29
Medium,2056,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.630967741935484,1,10,1,12
Medium,2056,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.757772020725389,1,10,1,17
Medium,2056,FIRE,Group,2096.63375,963,3599.0899999999997,407,4540
Medium,2056,FIRE: Forest,Group,1374.07875,551.925,2487.689999999999,228,3186
Medium,2056,FIRE: Forest High Severity [Type],Type,139.17875,52.975,260,23,337
Medium,2056,FIRE: Forest Low Severity [Type],Type,922.12375,359.95,1665.2999999999997,146,2151
Medium,2056,FIRE: Forest Medium Severity [Type],Type,312.77625,123.9,577,54,762
Medium,2056,FIRE: Grassland,Group,402.20625,125.9,806.03,64,1193
Medium,2056,FIRE: Grassland High Severity [Type],Type,40.7275,10.975000000000001,84.08999999999992,3,132
Medium,2056,FIRE: Grassland Low Severity [Type],Type,269.64875,85,537.06,42,792
Medium,2056,FIRE: Grassland Medium Severity [Type],Type,91.83,26.975,188,10,269
Medium,2056,FIRE: High Severity,Group,212.5525,96.925,367.17999999999984,47,461
Medium,2056,FIRE: Low Severity,Group,1404.6070087609512,656.4000000000001,2414.5399999999995,264,3063
Medium,2056,FIRE: Medium Severity,Group,477.975,219.82500000000002,821.2099999999998,96,1062
Medium,2056,FIRE: Shrubland,Group,320.34875,128.975,613,76,847
Medium,2056,FIRE: Shrubland High Severity [Type],Type,32.64625,11.975000000000001,64,2,89
Medium,2056,FIRE: Shrubland Low Severity [Type],Type,214.33375,85.975,414.03,45,588
Medium,2056,FIRE: Shrubland Medium Severity [Type],Type,73.36875,28.975,139.02999999999997,12,195
Medium,2056,HARVEST,Group,722.12625,259,1115.12,221,1184
Medium,2056,INSECTS,Group,11684.73299748111,1198.075,29724.509999999995,123,37830
Medium,2056,INSECTS: High Severity [Type],Type,1896.0900900900901,50.400000000000006,8000.880000000001,6,11452
Medium,2056,INSECTS: Low Severity [Type],Type,9146.087741935484,1933.5,20901.78,130,29789
Medium,2056,INSECTS: Medium Severity [Type],Type,930.2969151670951,34,3823.1099999999988,6,5882
Medium,2056,MANAGEMENT: Forest Clearcut [Type],Type,409.42,167.975,627.03,127,702
Medium,2056,MANAGEMENT: Forest Thinning [Type],Type,312.70625,95,508.0899999999999,77,548
Medium,2056,MANAGEMENT: Orchard Removal [Type],Type,436.33,180.975,719.03,158,812
Medium,2056,URBANIZATION,Group,100.76,82,120,64,133
Medium,2056,URBANIZATION: Annual->Developed [Type],Type,24.60625,15,35,11,44
Medium,2056,URBANIZATION: Forest->Developed [Type],Type,13.5025,8,21,2,27
Medium,2056,URBANIZATION: Grassland->Developed [Type],Type,23.145,15,33,8,37
Medium,2056,URBANIZATION: Perennial->Developed [Type],Type,16.13,8,24,5,30
Medium,2056,URBANIZATION: Shrubland->Developed [Type],Type,22.42625,13.975000000000001,32,10,40
Medium,2056,URBANIZATION: Wetland->Developed [Type],Type,1.5261044176706828,1,3,1,4
Medium,2057,AGRICULTURAL CHANGE,Group,107.12,54,163.02999999999997,42,185
Medium,2057,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.96375,50,159,37,175
Medium,2057,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.396103896103896,1,15,1,23
Medium,2057,AGRICULTURAL CONTRACTION,Group,123.71625,67.975,229.02999999999997,53,265
Medium,2057,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.492481203007518,2,27.090000000000032,1,43
Medium,2057,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,79.06375,30,155,22,188
Medium,2057,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.499374217772216,2,23,1,31
Medium,2057,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.753441802252816,3,21,1,29
Medium,2057,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.8157894736842106,1,5,1,8
Medium,2057,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,8.482714468629961,1,24,1,39
Medium,2057,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.1021611001964637,1,5,1,9
Medium,2057,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.2087378640776698,1,2,1,3
Medium,2057,AGRICULTURAL EXPANSION,Group,153.81625,54,230.02999999999997,41,251
Medium,2057,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.36591478696742,3,27.090000000000032,1,36
Medium,2057,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.72,2,28,1,42
Medium,2057,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,49.475,14,77,8,90
Medium,2057,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,49.61375,14,74,6,88
Medium,2057,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.401002506265664,2,22,1,29
Medium,2057,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.3475,2,22,1,29
Medium,2057,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.653846153846154,1,10,1,14
Medium,2057,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.560723514211887,1,9,1,14
Medium,2057,FIRE,Group,3072.217772215269,1584.3500000000001,5027.719999999999,965,5963
Medium,2057,FIRE: Forest,Group,2195.39375,941.775,3977.45,442,4753
Medium,2057,FIRE: Forest High Severity [Type],Type,222.30875,94,401.14999999999986,41,509
Medium,2057,FIRE: Forest Low Severity [Type],Type,1470.2725,632.925,2638.9299999999994,291,3204
Medium,2057,FIRE: Forest Medium Severity [Type],Type,502.8125,212.975,910.03,106,1127
Medium,2057,FIRE: Grassland,Group,467.785,176.975,890.0899999999999,92,1245
Medium,2057,FIRE: Grassland High Severity [Type],Type,47.95375,18,94.02999999999997,10,121
Medium,2057,FIRE: Grassland Low Severity [Type],Type,313.42625,116.975,602,59,852
Medium,2057,FIRE: Grassland Medium Severity [Type],Type,106.405,40.975,207.05999999999995,21,272
Medium,2057,FIRE: High Severity,Group,311.74875,161.975,517,104,616
Medium,2057,FIRE: Low Severity,Group,2058.22,1058,3356.2699999999995,639,4005
Medium,2057,FIRE: Medium Severity,Group,704.0425,367.95,1158.5699999999995,220,1437
Medium,2057,FIRE: Shrubland,Group,410.8325,171.95,733.06,47,1103
Medium,2057,FIRE: Shrubland High Severity [Type],Type,41.48625,14,78,5,136
Medium,2057,FIRE: Shrubland Low Severity [Type],Type,274.52125,116,488,27,721
Medium,2057,FIRE: Shrubland Medium Severity [Type],Type,94.825,39.975,172,15,273
Medium,2057,HARVEST,Group,712.72875,248.85,1119.03,210,1220
Medium,2057,INSECTS,Group,10197.71375,1187.9750000000001,23645.929999999997,61,38197
Medium,2057,INSECTS: High Severity [Type],Type,1407.4413265306123,55.150000000000006,6475.829999999999,2,11340
Medium,2057,INSECTS: Low Severity [Type],Type,8270.834190231362,1299.425,18379.319999999992,142,29465
Medium,2057,INSECTS: Medium Severity [Type],Type,759.6214470284237,40.650000000000006,3490.2999999999984,6,5212
Medium,2057,MANAGEMENT: Forest Clearcut [Type],Type,405.33875,162.925,633.03,123,696
Medium,2057,MANAGEMENT: Forest Thinning [Type],Type,307.39,94.92500000000001,514.03,67,542
Medium,2057,MANAGEMENT: Orchard Removal [Type],Type,457.7175,188.975,732.06,151,831
Medium,2057,URBANIZATION,Group,99.77,79,118,69,133
Medium,2057,URBANIZATION: Annual->Developed [Type],Type,24.77125,16,35,12,44
Medium,2057,URBANIZATION: Forest->Developed [Type],Type,12.99375,6,20,4,24
Medium,2057,URBANIZATION: Grassland->Developed [Type],Type,22.79,14,32,9,40
Medium,2057,URBANIZATION: Perennial->Developed [Type],Type,16.8225,9,24,4,33
Medium,2057,URBANIZATION: Shrubland->Developed [Type],Type,21.515,13,31,10,37
Medium,2057,URBANIZATION: Wetland->Developed [Type],Type,1.5530973451327434,1,3,1,5
Medium,2058,AGRICULTURAL CHANGE,Group,107.28,54.975,161,36,191
Medium,2058,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.76625,48,151.02999999999997,35,180
Medium,2058,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.672215108834827,1,17.600000000000023,1,27
Medium,2058,AGRICULTURAL CONTRACTION,Group,127.9975,65.975,238,51,268
Medium,2058,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.845671267252195,2,27,1,40
Medium,2058,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,80.92,27,157.02999999999997,18,181
Medium,2058,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.030112923462987,2,23.120000000000005,1,30
Medium,2058,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.22125,3,21,1,27
Medium,2058,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.788888888888889,1,4,1,7
Medium,2058,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,9.45764854614412,1,27.299999999999955,1,44
Medium,2058,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.056672760511883,1,5,1,9
Medium,2058,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.1556603773584906,1,2,1,3
Medium,2058,AGRICULTURAL EXPANSION,Group,150.71,49,231.02999999999997,34,265
Medium,2058,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.285714285714286,3,27,1,35
Medium,2058,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.16875,2,26,1,38
Medium,2058,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,48.61625,11,76,6,87
Medium,2058,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,48.1425,12,74.02999999999997,8,89
Medium,2058,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.4180225281602,2,23,1,29
Medium,2058,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.471698113207546,2,23,1,27
Medium,2058,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.479057591623037,1,9,1,15
Medium,2058,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.605706874189364,1,10,1,13
Medium,2058,FIRE,Group,2842.215538847118,1123,5891.2699999999995,765,6844
Medium,2058,FIRE: Forest,Group,2108.67375,687.85,4734.109999999999,419,5967
Medium,2058,FIRE: Forest High Severity [Type],Type,215.01375,68.94999999999999,496.03,51,593
Medium,2058,FIRE: Forest Low Severity [Type],Type,1412.595,451.84999999999997,3166.45,278,3975
Medium,2058,FIRE: Forest Medium Severity [Type],Type,481.065,161.95,1077.09,90,1399
Medium,2058,FIRE: Grassland,Group,406.1725,140.875,774.0899999999999,56,1248
Medium,2058,FIRE: Grassland High Severity [Type],Type,40.9425,13,80,4,123
Medium,2058,FIRE: Grassland Low Severity [Type],Type,272.25,95.95,531.03,34,841
Medium,2058,FIRE: Grassland Medium Severity [Type],Type,92.98,30.950000000000003,173.02999999999997,12,284
Medium,2058,FIRE: High Severity,Group,289.945,114.9,599.03,78,706
Medium,2058,FIRE: Low Severity,Group,1900.9811794228356,740.6,3955.4,517,4566
Medium,2058,FIRE: Medium Severity,Group,649.225,253.97500000000002,1336.03,166,1599
Medium,2058,FIRE: Shrubland,Group,329.97625,116,616.0899999999999,25,998
Medium,2058,FIRE: Shrubland High Severity [Type],Type,33.98875,11,67,2,106
Medium,2058,FIRE: Shrubland Low Severity [Type],Type,220.8075,75,417,16,680
Medium,2058,FIRE: Shrubland Medium Severity [Type],Type,75.18,26,143.05999999999995,7,222
Medium,2058,HARVEST,Group,726.88125,271.77500000000003,1125.03,222,1181
Medium,2058,INSECTS,Group,9504.783647798742,1491.2500000000002,20572.09999999998,147,28205
Medium,2058,INSECTS: High Severity [Type],Type,989.7318007662835,44,3254.4199999999973,5,4358
Medium,2058,INSECTS: Low Severity [Type],Type,8203.411612903226,1292.6,18061.899999999998,372,25859
Medium,2058,INSECTS: Medium Severity [Type],Type,528.8941326530612,33.575,1721,4,2138
Medium,2058,MANAGEMENT: Forest Clearcut [Type],Type,409.8625,177.89999999999998,635.06,144,676
Medium,2058,MANAGEMENT: Forest Thinning [Type],Type,317.01875,98.97500000000001,514.03,73,560
Medium,2058,MANAGEMENT: Orchard Removal [Type],Type,463.63875,184.975,745.03,154,811
Medium,2058,URBANIZATION,Group,99.41375,82,117,74,138
Medium,2058,URBANIZATION: Annual->Developed [Type],Type,24.88125,16,34,12,44
Medium,2058,URBANIZATION: Forest->Developed [Type],Type,13.03375,7,20,3,24
Medium,2058,URBANIZATION: Grassland->Developed [Type],Type,22.52875,14,32,10,37
Medium,2058,URBANIZATION: Perennial->Developed [Type],Type,16.49,10,24,6,34
Medium,2058,URBANIZATION: Shrubland->Developed [Type],Type,21.56625,13,31,10,37
Medium,2058,URBANIZATION: Wetland->Developed [Type],Type,1.5292887029288702,1,3,1,6
Medium,2059,AGRICULTURAL CHANGE,Group,108.23,52.975,162,39,186
Medium,2059,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,101.6025,48.975,155.05999999999995,36,169
Medium,2059,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.814910025706941,1,17,1,23
Medium,2059,AGRICULTURAL CONTRACTION,Group,126.88625,68,239,49,255
Medium,2059,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.9025,3,27.029999999999973,1,37
Medium,2059,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,79.69875,30.975,154,18,189
Medium,2059,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.583437892095358,2,23,1,32
Medium,2059,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,11.226533166458072,3,22,1,29
