Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
2039,DROUGHT: Low Severity [Type],2984.068258,Normal,Iteration and Timestep,1492.034129
2040,DROUGHT: Low Severity [Type],3208.079102,Normal,Iteration and Timestep,1604.039551
2041,DROUGHT: Low Severity [Type],4008.073709,Normal,Iteration and Timestep,2004.036854
2042,DROUGHT: Low Severity [Type],3957.230006,Normal,Iteration and Timestep,1978.615003
2043,DROUGHT: Low Severity [Type],7025.656656,Normal,Iteration and Timestep,3512.828328
2044,DROUGHT: Low Severity [Type],6226.397544,Normal,Iteration and Timestep,3113.198772
2045,DROUGHT: Low Severity [Type],5537.622252,Normal,Iteration and Timestep,2768.811126
2046,DROUGHT: Low Severity [Type],7175.172216,Normal,Iteration and Timestep,3587.586108
2047,DROUGHT: Low Severity [Type],8429.903768,Normal,Iteration and Timestep,4214.951884
2048,DROUGHT: Low Severity [Type],4556.573576,Normal,Iteration and Timestep,2278.286788
2049,DROUGHT: Low Severity [Type],5066.271224,Normal,Iteration and Timestep,2533.135612
2050,DROUGHT: Low Severity [Type],5432.260833,Normal,Iteration and Timestep,2716.130416
2051,DROUGHT: Low Severity [Type],5359.199403,Normal,Iteration and Timestep,2679.599701
2052,DROUGHT: Low Severity [Type],4596.969549,Normal,Iteration and Timestep,2298.484775
2053,DROUGHT: Low Severity [Type],6592.993931,Normal,Iteration and Timestep,3296.496965
2054,DROUGHT: Low Severity [Type],9095.409266,Normal,Iteration and Timestep,4547.704633
2055,DROUGHT: Low Severity [Type],12597.62244,Normal,Iteration and Timestep,6298.81122
2056,DROUGHT: Low Severity [Type],13402.99781,Normal,Iteration and Timestep,6701.498907
2057,DROUGHT: Low Severity [Type],12821.49169,Normal,Iteration and Timestep,6410.745845
2058,DROUGHT: Low Severity [Type],10333.64924,Normal,Iteration and Timestep,5166.824618
2059,DROUGHT: Low Severity [Type],6573.772777,Normal,Iteration and Timestep,3286.886389
2060,DROUGHT: Low Severity [Type],7282.904342,Normal,Iteration and Timestep,3641.452171
2061,DROUGHT: Low Severity [Type],7097.434292,Normal,Iteration and Timestep,3548.717146
2062,DROUGHT: Low Severity [Type],8433.250055,Normal,Iteration and Timestep,4216.625027
2063,DROUGHT: Low Severity [Type],11851.46127,Normal,Iteration and Timestep,5925.730635
2064,DROUGHT: Low Severity [Type],15755.18802,Normal,Iteration and Timestep,7877.59401
2065,DROUGHT: Low Severity [Type],12371.79809,Normal,Iteration and Timestep,6185.899047
2066,DROUGHT: Low Severity [Type],12371.46469,Normal,Iteration and Timestep,6185.732347
2067,DROUGHT: Low Severity [Type],13014.82392,Normal,Iteration and Timestep,6507.411961
2068,DROUGHT: Low Severity [Type],10717.23132,Normal,Iteration and Timestep,5358.615662
2069,DROUGHT: Low Severity [Type],12671.20003,Normal,Iteration and Timestep,6335.600013
2070,DROUGHT: Low Severity [Type],14299.30131,Normal,Iteration and Timestep,7149.650654
2071,DROUGHT: Low Severity [Type],12209.34041,Normal,Iteration and Timestep,6104.670203
2072,DROUGHT: Low Severity [Type],9196.542096,Normal,Iteration and Timestep,4598.271048
2073,DROUGHT: Low Severity [Type],8521.499847,Normal,Iteration and Timestep,4260.749923
2074,DROUGHT: Low Severity [Type],5450.733319,Normal,Iteration and Timestep,2725.36666
2075,DROUGHT: Low Severity [Type],5836.420463,Normal,Iteration and Timestep,2918.210231
2076,DROUGHT: Low Severity [Type],6417.558461,Normal,Iteration and Timestep,3208.779231
2077,DROUGHT: Low Severity [Type],4597.662601,Normal,Iteration and Timestep,2298.831301
2078,DROUGHT: Low Severity [Type],4238.587451,Normal,Iteration and Timestep,2119.293726
